gene	logFC
DIA2	0.025122
PYC1	1.730636
RPH1	0.148826
CMK2	0.35974
ISU2	-0.61814
DFG5	-0.657274
UBP10	-1.429634
MGR1	0.589732
TIF34	-1.770032
TAH1	-1.20943
RRG8	-0.308604
NFS1	-0.636522
GAR1	-2.834154
CEP3	-0.29848
GRC3	-1.662544
PAC2	0.220636
TFB4	0.176538
SUI3	-1.436346
TMA64	0.23938
PAU23	0.767072
PRY3	-1.067588
MDG1	1.454078
ELP2	-1.63467
RRT14	-2.43142
MEI4	0.29665
SFK1	0.92507
REV3	0.41661
IFH1	-0.99235
ATG27	-0.271264
IRC16	0.332432
ADE3	-1.10307
BNA4	0.541974
PMT1	-0.875154
RTC5	-0.23557
HMX1	2.554896
UBC7	0.56153
SNZ3	-0.165904
GIM5	-1.116686
MRPL13	-0.387934
MEP3	-0.356298
EPS1	-0.008498
NCS2	-1.510484
IRE1	-0.48025
ARE2	1.20293
MTR3	-1.362568
CNN1	0.288602
TAL1	-0.927228
FIS1	0.132456
HRI1	-0.32164
ESP1	-0.221118
SPO7	0.420016
KCH1	-0.382782
DHH1	0.192432
MUM3	0.34797
CLC1	-0.013574
CSH1	1.807518
RLP7	-2.91649
KES1	-0.415186
PAU15	0.621486
RHO3	-0.307614
NAB3	-0.166876
HRK1	0.82321
TDA3	-0.242658
SCP1	1.004396
TYS1	-1.181272
RPL39	-1.605974
COF1	-0.354482
SPT3	0.808472
NUP49	0.052914
GOR1	3.827736
MET12	0.068598
YRB2	0.390248
REX4	-2.50444
RRI2	1.678214
SSH1	-0.956996
VMA6	-0.212688
MDM1	-0.28971
ABZ1	-0.058832
AGA1	0.189254
REF2	0.070966
FOL1	-1.278972
ARG1	-0.9935
UPF3	-0.43486
MAM1	0.136972
AAD3	-0.127792
BBC1	0.879244
ATP3	0.02346
RAD2	0.801002
VMA11	-0.643986
MBP1	0.436922
DSS4	-0.219878
IES6	-0.754156
COG8	0.224396
PML1	-0.57609
SCS2	-0.978978
CST26	-0.615066
UBA4	0.087148
COX14	0.456508
BUD23	-2.466422
GPI19	-0.469324
VTS1	-1.481882
LOS1	-0.794326
ZRG8	2.068436
BCD1	-1.496874
CMP2	1.029932
SDH4	1.51725
KAE1	-0.040588
IMD3	-1.46574
SAG1	0.299288
DAL1	1.359942
ASF1	-0.41051
RPN14	0.744472
JLP2	-0.391336
NUP84	0.408076
TSR2	-2.321748
UTP21	-2.336018
PAM17	-0.182602
ARA2	0.929732
BOS1	-0.09018
PPA2	-0.028174
SHU2	0.154568
MYO5	0.310838
HEM1	-1.295972
MNN10	-0.887
RNH70	-0.540658
RGT2	0.15644
TFS1	4.173224
CTR2	0.320116
IRC11	-0.323206
SHR3	-1.019572
UBA2	-0.17004
RRT16	0.232218
RAD34	0.281506
MTC2	0.02122
MRS3	-0.452168
CDC27	0.763146
SAN1	-0.310454
YSA1	0.017256
RGD2	0.517804
NOC4	-2.274968
MDR1	0.827738
YPS7	-0.844398
STS1	0.178158
COQ9	0.936586
IRC3	0.340342
ZPS1	0.04808
SHE3	0.028316
MON2	0.581164
TYE7	-0.11906
ALG6	-0.486452
SLY1	-0.131026
FRT2	2.034898
ATX2	-0.4163
HIS4	-0.766266
ECM14	-0.342932
GSH2	-0.097698
RAD61	0.213064
DTR1	0.23721
RSM25	0.233452
AFG2	-1.294182
LEE1	3.003358
ESL1	0.048094
THI4	2.749428
CDC43	-0.258342
SFC1	0.869096
CRT10	0.439762
YRF1-4	-0.3863
VMA3	-0.763098
INO2	-0.505372
MNL2	-0.885428
MMS22	-0.035254
CMK1	1.56056
PEP5	0.696432
SST2	-0.659364
MPH3	1.900616
TCB1	0.415518
DAS2	-1.452926
LEA1	0.33373
PMS1	0.327706
RFM1	0.484888
RPB8	-1.763516
YBP2	-0.107142
RPS2	-1.84077
HIP1	-1.230174
SKT5	-0.902612
SIP5	1.799818
GAL7	1.508078
TIF3	-1.972322
VAB2	1.094514
ARO3	-0.533774
SSP2	0.541964
YIH1	-1.843996
YCP4	0.549238
IRC19	0.659808
YMD8	0.160712
SMK1	0.455322
MMS4	0.638868
STE7	0.58131
JAC1	0.029006
RCO1	0.225086
PCT1	0.321464
RGA2	0.986088
DBP8	-2.396286
ARP5	0.13162
PAU2	0.02109
BEM4	0.60236
QDR2	-0.346132
RPS10A	-2.27456
PEX21	-0.980558
NSP1	-0.806578
RPN6	0.583358
MSS51	0.404448
ECM9	0.431264
LNP1	0.004922
OAZ1	0.070922
CFD1	-0.445528
EXO5	-0.00066
RMT2	-2.421666
SMY1	0.15438
DUG1	0.023252
QCR6	0.402156
TDA4	-1.066608
SAP4	1.799768
ATG33	1.673892
USE1	0.76455
SEI1	0.073082
RTS3	1.200008
BTS1	0.47506
KIP3	0.006302
HAC1	0.108684
IML1	0.91889
YPT32	-0.315648
SFH5	-0.945378
AGP2	3.015818
PRM3	0.333888
HRB1	-0.364642
RBL2	-0.032178
RNA14	0.41539
ARR1	0.380464
DDC1	0.664392
RPT3	0.685632
MIP1	0.262922
BUD14	-0.180136
AQY2	0.421186
ATG19	2.177128
DFG16	-0.047682
CYT1	2.220852
REI1	-2.407444
PAP2	-0.642232
TOM1	-0.115622
SSK2	0.200152
TOM22	-0.768016
TIM9	-0.146306
PDR3	0.724376
GRX2	1.996514
ALG13	0.635446
ADH7	0.61138
ECM21	1.35135
ENV7	0.648422
PAC11	-0.440838
RNH203	-1.26389
GND2	3.953512
GDA1	-1.988792
PPR1	-1.234658
NSA2	-2.403508
AZF1	1.263572
TOM71	-0.716194
FIG1	0.0694
THI21	1.03899
RRT12	0.428738
TOR2	0.38341
YSC83	0.870284
PUS9	-1.25501
VBA3	0.20945
NTE1	0.797284
EDC2	2.006112
ANT1	0.026598
RPS27A	-1.8493
IMP3	-2.445998
TMA17	3.830298
ERG29	-0.065382
MND2	0.266456
PMC1	2.164886
NCR1	0.357126
GPT2	1.744672
GLN4	-0.845538
MCM1	0.173006
BET5	-0.297248
MOT2	0.564416
PRP22	0.47289
TMA23	-1.724024
MDM35	-0.057438
AIP1	1.158348
CCT8	-0.56464
LTP1	0.04497
DYN2	-0.806238
RPL35B	-1.66061
VMA4	-0.620936
MIC10	-0.15768
HXT15	0.069226
OMS1	0.05047
YAF9	0.73678
UGA4	0.65485
PEX29	1.095994
CWP1	4.147556
RPL16B	-1.549728
COX13	0.229766
FET5	0.083692
SET2	0.045076
TAF12	0.132302
ECM11	0.276738
LAS21	-0.06835
FIG4	0.57803
GIT1	0.124782
YOS9	0.550518
SHE2	0.005724
REV1	-1.363668
PRM9	0.623566
SEC15	0.54406
DAM1	0.42572
BUD6	-0.01824
RPA190	-2.65426
HDA2	0.790094
SOR1	0.608162
WSS1	-0.39738
TDA5	-0.012612
PCH2	0.380474
RRD1	0.080114
REE1	-0.73246
BDF1	0.265956
SWC3	-0.0801
CLB3	-0.243062
GPX2	-1.113182
FZO1	0.63931
KIP2	0.239408
JJJ3	-1.93045
BTN2	0.956734
ATG21	1.101184
LSM2	-1.139528
DPB4	-0.69556
BNI4	0.104218
NIP7	-2.746422
VAM6	0.631484
ODC2	-0.168914
URA3	-0.001564
PRS5	-1.31655
PAM18	-1.223302
RPS14B	-1.691384
ESC1	0.112538
SPT8	-0.499
PAU6	-0.40962
HMG2	-0.306562
HST4	1.020412
PRK1	0.554098
NME1	-0.403484
END3	0.462328
SGF73	0.727896
ETT1	-1.407828
GRX4	-0.345218
SPS22	-0.171864
RPL13B	-1.733462
KRI1	-2.356714
COX26	1.93886
LYS20	-1.201876
GPG1	1.12932
GLO4	0.813122
UBP13	-0.497088
UPS2	0.819012
OSH2	1.26792
TOS6	-0.53273
ZDS1	0.285886
CDC37	0.192096
COS6	0.566706
CDC10	0.048552
MSS11	1.318984
PDS1	-0.057696
GPI13	-0.002582
RSC58	0.04165
GAA1	-0.635638
FUR4	0.368694
OM14	3.875242
VPS20	0.339674
HUL4	1.95388
SMC1	0.298376
RAD9	-0.66216
ARK1	0.872286
COQ11	1.337872
SVS1	-0.467216
SIM1	-1.375162
DDR2	7.353052
FAA4	-2.491712
SGV1	-0.262838
YPK9	0.730118
SBA1	-0.167592
SEN15	-0.384148
LCB2	-0.421514
ERG9	0.362484
MDN1	-1.970398
PAP1	0.885116
RNH202	-0.72185
BUG1	-0.096422
OST5	-1.075784
STP1	0.645468
ATG5	-0.073954
UBS1	0.91756
PPE1	1.57933
SMC2	-0.25559
YMR1	1.310462
MLP2	-0.161264
SMM1	-1.456062
ORM2	1.09651
ENO1	-0.625
GTR2	-0.029608
CDC16	-0.122336
OAR1	-0.107734
CDC9	-0.08437
ISY1	-0.053704
UBC1	0.246058
LST8	0.280546
COY1	0.749142
PSY3	0.841262
CNE1	-0.79292
RIM15	0.69412
TTI2	0.209586
SAP185	-1.60043
MRPL16	0.772824
SGF29	-0.04942
CRH1	0.015244
CAF120	0.772852
PIP2	0.558106
ALG8	-0.512886
VAS1	-1.384686
CLB6	-0.906938
DAP2	0.552762
TSC10	-0.53325
SLA1	0.123974
RSM19	0.041378
SKM1	0.812314
KCC4	-0.46139
PHM7	6.978166
PRP45	0.614852
TIP20	0.459868
WSC2	-0.11865
MRPL17	-0.151612
PDE1	1.244626
SDH7	0.250622
UGP1	2.784268
BAP2	0.55627
NRG1	1.001834
MRPL25	-0.105652
EDC3	-0.109136
RTG3	0.53676
UTR2	-1.752928
CMR3	0.06315
USV1	4.060342
CYT2	0.387814
DMA1	0.236322
DSE1	-0.464944
PET122	-0.569128
CLN2	-0.574018
MNN4	0.803244
MIM1	-0.043462
CBS1	0.538044
FMN1	0.17933
PHM8	3.450956
MSH3	0.092304
CCT7	-0.833006
CHS1	1.42232
PSR1	-0.142474
ECM30	0.674614
MIR1	-0.714728
TRM3	-1.734632
RER2	-0.897804
HAP4	-0.557646
SRP102	-0.445408
COB	-0.332652
YPS3	-0.564544
SLC1	-0.714662
KTR2	-0.161404
HMG1	-0.476404
IES3	-0.669434
TIR1	-1.326886
PPH21	0.598464
RMA1	-0.408204
ATG7	2.592044
HSP78	3.556776
EFM1	-1.357414
YJU3	0.683866
GAS5	-0.32752
MCM21	0.0554
AIM9	0.33519
PPQ1	-0.09705
MPH2	1.722658
TES1	1.407644
RPL29	-1.503952
EKI1	0.66878
EIS1	2.231014
PET112	0.781588
GAT2	0.262188
RPS16B	-2.279054
RAD1	0.15445
DOT1	-0.541474
BNA3	0.769338
CRC1	0.846778
EEB1	0.7428
EGT2	-1.438734
TAZ1	0.352724
PKP2	1.882326
MHP1	0.474598
MST28	0.597988
RPA43	-3.22656
CBF2	-1.34364
SWI3	-0.006656
ENB1	-0.180292
PFY1	-0.299278
APD1	0.64672
EMC4	-0.211546
SPL2	-2.77898
SUR2	-2.031754
RRT2	-0.419292
EMG1	-1.900582
GUT2	3.056242
VPS28	0.92011
DEP1	0.068428
GRX3	-0.442472
YUH1	0.175966
HSP60	-0.837392
TGS1	-1.240136
BYE1	0.28899
RPL12B	-1.83995
CUP2	1.779052
NCL1	-1.460252
RTG1	-0.221496
RIM20	1.37776
RPL31A	-1.86474
ARO1	-1.086266
TLG2	0.446928
RCN2	2.571162
YBT1	-0.928724
PDR17	0.244662
RPN2	0.515578
BAG7	2.120014
PEX30	0.890694
AIF1	0.062192
SPO13	1.015672
FYV10	2.071606
PSK2	-0.281314
UBP6	1.15538
YAP3	0.209382
UTP10	-2.3836
URM1	-2.038334
DFR1	-1.604528
ALG11	-0.07641
SNN1	-0.51604
MRH4	-0.387162
ASI1	0.379118
ECM32	0.040828
FEX2	-0.469274
SOH1	0.912944
FRE2	0.72611
SEC10	0.635956
URA10	1.533512
LSP1	2.671116
CLN1	-0.274432
SHO1	-1.15819
DNF3	0.570178
GCN4	-1.086652
GEX2	0.718376
SEC20	0.499558
ALT2	-0.077762
CHS3	-0.758316
PET117	0.483594
HAM1	-1.100984
MAL32	0.748902
RHO4	0.349924
PET191	0.003292
YSP3	0.948096
SAM50	-0.312286
MVB12	0.630932
RPS26A	-1.452022
SPO24	2.39699
GCD6	-0.893416
CAT5	0.243254
MET16	-0.649298
MRPS18	-0.140518
TIM18	-0.459108
MXR2	0.008036
UTP9	-1.502668
BUD25	0
MTH1	1.975306
ISA2	0.47805
PRE8	0.203002
YML6	0.164804
ERG27	-0.367332
SGM1	0.209796
POP7	-0.073672
OXR1	1.264542
DAS1	1.37682
TIM23	-1.281972
FMP41	-0.68345
RSC8	-0.342792
CDC40	-0.475654
LCL1	-0.4041
VHR1	1.358408
MFA1	-1.208472
RPC19	-2.306034
CDC42	-0.714776
RAD7	0.241926
SEC72	-0.431224
SPT23	0.544784
FAB1	0.481292
MRPL15	0.075008
PRP43	-1.850936
FAP7	-1.438824
VAM7	0.501626
ASI3	1.491812
MDY2	-0.501144
RAD57	0.745456
ELP6	-1.530448
NOP8	-2.157054
MEI5	-1.022452
MPT5	0.499542
RPL36B	-1.72352
MEP1	1.568502
TRA1	-0.748594
GPN3	-1.014634
TPC1	-0.784018
SSF1	-2.42775
NNF1	-1.417288
BRE4	-0.008614
LPP1	1.140008
RPS24B	-2.13428
ACF4	0.641582
PNC1	4.813016
FPR1	-0.635902
SNC1	0.512458
RPL9A	-1.580634
SHM1	-1.397436
HCH1	-0.714732
ECM15	-0.344084
ARC35	0.81832
SDH3	1.09795
RAI1	-0.738774
RPC11	-1.140982
SSO1	0.002524
GTT3	0.022848
GCN5	0.058184
CUL3	0.11446
GRH1	0.024594
SMD1	0.232708
TRE2	0.43403
OPI11	-0.2376
ARN1	0.162272
PRT1	-1.055008
ERV1	-0.186908
MRS2	-0.284948
DBP3	-3.398428
UBP3	-0.337886
IPL1	0.330232
FIT2	-0.299272
CYC7	3.473102
HYM1	1.157958
HFI1	-0.241586
YEH1	-1.023238
PBN1	0.88655
CAR2	1.588332
CDC50	-0.388608
LYS4	-2.312436
LCL3	0.26021
HVG1	2.485998
FMP46	1.017204
ATG9	1.741822
SNF8	0.676934
BI4	-0.35146
HOC1	-0.787308
CTR1	-2.294138
FRA1	0.67692
APC2	0.2914
AFG3	0.425026
AIM41	1.022682
LAS1	-0.721004
AAT2	-0.337078
CDC53	1.074134
SNZ1	-0.459368
SMI1	-0.74515
SAE2	1.023798
UTP7	-2.096508
AIM34	-0.49879
CUP9	-0.010814
BUD2	0.377244
TIM11	0.398552
LCB5	0.740568
GPM1	-0.821514
CDC5	-0.616692
ALG3	-1.088328
RPP1A	-1.508514
CIN4	-0.866918
LPD1	0.157756
YUR1	0.462958
MSY1	0.472532
UBC11	-0.37564
STP3	0.360264
CCS1	-0.790244
MPM1	1.766652
HXT6	1.68723
PTR3	0.663832
RIB7	-0.221636
SGO1	0.016346
NOG2	-2.364248
SLG1	-0.119544
HRQ1	0.127918
ABZ2	-0.096062
RNR1	-1.333546
NTG1	0.948222
THI2	0.574814
COA1	0.285796
MLF3	0.587938
PRP46	-0.020596
CAP1	1.08685
SAM1	-2.46175
SYF1	0.035302
SSY1	0.064002
INP54	0.478934
PIM1	0.338076
YRB30	0.597104
ALR1	-1.609612
ECM18	1.05978
RNP1	0.9674
FCF2	-1.777238
THI73	0.049262
DCV1	0.610344
ARR3	0.818204
SPO22	0.524464
HUA2	0.601266
HXT17	-0.482986
RAD27	-0.885294
VPS29	0.598724
TIM44	-0.396504
RPA49	-2.5438
FMP27	1.359228
COS3	0.728834
OLA1	-0.971858
ADK2	0.739972
ERI1	-0.679336
SLS1	-0.258826
FCP1	-0.538026
RSE1	0.365322
ATG15	1.479056
CHS5	0.278186
MET13	1.188956
SHH4	1.792804
SLX8	0.179334
PWP2	-2.560354
VTI1	1.176842
PHO11	-3.551584
GTT2	0.440746
COS9	0.420012
MSB1	-1.085914
LSO1	2.568464
CPR7	-1.141066
HYR1	-0.092692
ERG4	-0.358968
IRC21	-0.021746
RPN11	0.55424
UPC2	-0.841034
PAF1	0.445818
SER2	-0.997318
TRZ1	-0.967606
BUB2	0.303556
RTR2	0.094384
SPR1	1.066612
YPT11	0.95546
RHO1	0.115726
RTT101	0.631004
BSC2	-0.526288
CIN8	-0.75084
YOX1	-0.099806
MSC1	5.902724
MDM31	1.03643
MAL13	0.800428
UAF30	-0.409448
APC9	0.969356
CSR2	1.948386
NHP2	-2.31034
TUB2	-0.639592
NMD5	-0.737124
RPL7B	-1.810096
CYB5	-2.113662
PDR12	-1.570876
IPI3	-2.451454
PRP2	0.293436
PCL5	0.288306
IMH1	0.450338
ENT5	0.761656
ASG7	1.28107
GPX1	1.251372
SRB7	-0.71123
ELO3	-2.270568
HRA1	0
STE23	0.295582
SFA1	0.630178
ARC40	0.303118
TAE1	-1.063962
SRP54	-0.718414
TEX1	0.989266
SEC21	-0.061876
PSF3	-0.547868
DCD1	-0.784694
SOK1	0.092546
TGA1	-0.253346
PPT1	-1.964394
MRP51	0.332276
CSC1	0.68996
UTP22	-1.101166
MFG1	0.649214
KRE33	-2.875242
YFH1	-0.185498
ELM1	-0.31478
NAM9	0.098324
RBG1	-1.847512
HTA2	-0.713058
TIM10	-1.489128
BAT1	-1.486306
PEX19	0.066742
RTF1	0.232694
PHO89	-1.345282
PRP9	-0.56333
GLC3	4.484806
EFM5	-0.99855
HEM12	-0.04472
SEC63	-0.957658
MRM1	-0.268152
PAU13	-0.050492
SET1	-0.255792
PTC7	-0.52892
KRE5	0.083124
YAH1	-1.830866
ARF3	0.289186
COG3	0.081284
TSR4	-1.681342
GPI2	-0.179136
RAD23	-0.425558
HMRA2	0.286682
DDI2	0.59698
SLZ1	-0.962316
EMC6	-0.66608
APA1	-0.599684
HSP30	-1.271852
MRL1	1.26161
SEC7	-0.80684
VAR1	0.253494
AXL1	0.237236
YHK8	-1.248232
HXT14	0.11413
NUP192	-0.45829
UGA2	2.448626
VID27	0.178992
FAA2	1.006408
RKR1	0.584358
GIS4	-0.376308
LRS4	-0.122104
ERV2	-0.861296
DUS3	-2.098162
XYL2	1.1794
RPP1B	-1.921504
SNF7	0.702998
RTR1	0.820798
CTF13	-0.282564
MAD3	0.871278
SNR49	-0.92694
SBH2	-1.109272
ALY1	0.300844
YNK1	0.8695
CUE2	0.401686
TAF4	0.079858
YPT6	0.26035
AAD4	0.381166
SPT14	-0.711274
SEG2	0.815264
LUC7	0.423372
MCR1	3.078028
DCS2	4.888734
LEM3	-0.544512
RPL2A	-1.812418
GLR1	0.313824
ITT1	0.384944
PRI1	-0.124078
POX1	0.465922
BMS1	-2.445412
EHD3	0.115064
SSD1	0.525046
CNS1	-2.380032
NTC20	-0.026266
MSP1	1.130854
PSK1	1.515774
PGA1	0.321566
AIM3	1.536572
SNA3	0.192474
MKS1	0.25131
SWI6	-0.268878
MET14	-0.94909
UMP1	0.324182
SEC11	-0.543508
MUS81	0.710884
PSE1	-1.281256
SUT1	-0.787538
FSF1	-1.942238
SSO2	-0.520084
ERD1	-0.258276
GAS4	0.697184
IMD2	-1.156658
LTO1	0.19004
IZH2	-1.320008
RFT1	-0.556754
RPL27A	-1.773704
LSB5	1.031382
PDR16	0.042722
MGS1	-0.31175
NOP12	-1.874568
PCI8	1.149168
ZEO1	-2.345084
FCY22	-0.110104
PDR18	0.600822
ERO1	-0.296072
NMA1	-0.083482
SLX1	0.131042
VPS75	-0.386358
TAM41	0.783266
RIC1	0.502154
PHO23	0.725448
ENA2	3.000108
GEP7	0.422434
BRR2	-0.352776
RPL41A	0
NPC2	0.112636
PAU16	0.707282
PCM1	-0.730156
AVT1	-0.083148
OSW5	0.781716
RPL22B	-1.397162
MOB2	0.087744
PRM6	0.268904
DSD1	0.950456
SSK1	0.944648
FLO10	0.95533
PEA2	-0.732268
ATP6	-0.289816
BOI2	-0.675132
ATP8	-0.268126
IMD1	-1.167542
MTF1	0.134446
MHT1	-0.903444
YLF2	0.238544
ACA1	-0.437646
TAP42	0.789172
DCK1	0.598268
NYV1	0.974878
DAL7	0.673762
MAL33	1.108072
ATG1	1.99083
BUD30	0.224594
MPO1	1.47234
RPS13	-1.777264
BUL1	0.298868
HIS6	-0.967742
THI72	0.628434
ERG2	-1.579128
MSA2	0.1498
DON1	1.994602
PHB2	0.237466
YSP2	-0.35834
UNG1	0.16376
SRO7	0.537174
STR2	0.41561
ACT1	-0.575218
MRPL40	0.01292
MLS1	0.803984
RPL34B	-1.641942
CWC27	0.642534
PHO91	-0.323358
OPI7	0.264782
OSH3	0.012022
CPS1	0.562916
CTH1	-0.008724
ATG8	3.060736
ELP3	-1.442906
COG5	0.599534
URA6	-1.014124
YPK1	0.80124
ALD6	2.160376
ARC18	0.547244
REH1	0.863288
FUN19	1.633712
ZRG17	0.540712
PTA1	0.678274
TUS1	0.548622
CRP1	-0.64267
KAP120	0.061036
RTT103	0.693288
PHA2	0.15352
SUP8	-0.62731
SUP5	-0.777946
HEM2	-0.184808
AIM4	0.078764
SRS2	-0.405068
DIA1	0.023584
NOT3	-0.176618
TPM2	0.21333
SSL2	0.28397
DBF2	0.00673
LAA1	-0.061276
IRC20	1.021198
GRR1	0.530262
YPD1	0.006212
SGT1	0.317726
NOP7	-2.883032
PBP1	-0.162346
LST7	-0.382546
MRF1	0.130518
RPS5	-1.899138
SUL1	0.09881
COX9	-0.240556
TAT2	-0.164962
YCF1	-0.396022
COX7	0.525286
TMA16	-2.61117
PAC10	-1.309016
CIT3	1.435352
ECT1	-0.520636
RPL8A	-1.840868
BEM2	-0.304538
SCO1	0.591688
RPS7A	-1.735846
UTR5	0
ICY2	0.083512
ALF1	-0.342542
COQ8	0.60976
RSA4	-2.16636
CWC22	0.5969
PTH2	-0.625204
RDH54	-0.464042
DPB2	-0.823196
SUP35	-1.30677
SDC25	1.082138
CLB5	-0.546634
PRE7	0.448974
USO1	-0.24404
SEC26	-0.292114
PEX17	1.316204
SFP1	0.411184
AOS1	0.67785
VAC8	0.285088
TIP41	0.41798
EFT2	-1.135786
FSH3	0.424402
DIG2	0.483514
GLO1	2.49315
AHT1	1.065214
IZH3	0.162798
AKL1	0.92444
GGC1	-1.354614
ISC10	-0.524564
SCR1	-0.46385
SLI1	0.419522
RPC17	-0.983844
MRPL31	-0.10015
NOG1	-3.277698
MRP1	-0.433422
ILV1	-1.632876
UME6	0.3283
RPS28B	-1.79937
RGT1	0.437744
CTS1	-0.787276
PUB1	-0.594858
RPL21B	-2.076128
NDE2	1.202336
SWP82	0.463356
LCB4	0.248902
MRP17	-0.127482
RRP4	-1.066298
PEX3	0.866128
HIS2	0.359302
RRP3	-1.399068
ZIP2	0.210862
ACP1	-0.521136
GVP36	-0.379932
NRM1	-1.723182
PAU20	-0.413568
DAN4	0.515516
YET1	1.431422
TAH11	-0.434838
NKP2	0.218082
BUD27	-1.308528
UBC13	0.04804
SEC66	-0.313938
DGR1	0.446798
TOM7	-1.056156
RTP1	-1.596518
TPO4	4.055278
BEM1	-0.01543
POL2	-0.711992
FYV6	0.933112
NUF2	0.265272
ATG10	0.069214
RRP17	-1.959876
AIM14	1.082586
MBB1	1.039464
ICS2	0.19109
GFD2	-2.21564
RTS2	0.261374
NTG2	0.371198
DIT2	1.201516
IRR1	-0.293066
YEF1	1.599278
KTI11	-1.347636
SUI1	-1.42437
BUD17	-0.912368
LSM3	-0.976126
OLE1	-3.015464
PHO3	-2.779488
QCR7	0.852072
RME1	-0.01866
STE13	1.32015
SLX4	0.511254
NEW1	-1.936636
MTF2	0.646578
ASP3-4	0.900962
LSM4	-0.203098
SKG1	0.036688
SDS3	0.051832
DUR3	1.188926
RPA135	-2.58946
MRPL24	0.305182
UBI4	3.285808
THR4	-1.19963
NSE5	-0.25893
GEP5	-0.296436
SAP1	0.526586
YSR3	-0.18385
TAF13	-0.56335
URA4	-0.859458
YAE1	-1.017734
SAS10	-2.42412
TVP18	0.007788
MGA2	0.27023
KAP122	-0.553866
RRI1	1.541952
ADE17	-1.147764
SMB1	-0.478144
TOA1	0.21339
ROT1	0.477576
ARP7	-0.189482
PHO81	-1.389436
MATALPHA2	0.31638
JID1	1.0535
BUD7	0.289722
SIT1	0.01529
PTH1	0.95215
SWC7	-1.533974
TRM11	-3.040592
RPL41B	-0.801032
PSF1	-0.023088
COA4	1.176292
RPL42A	-1.977494
TFC6	0.06699
KRE9	0.014478
YHC1	-0.01741
APS2	0.120086
TPO3	-0.646352
EAF1	-0.04733
SSH4	1.768734
CPR5	-0.284138
NNK1	1.383928
ZAP1	-0.308446
TIM50	-0.704652
SDL1	0.155446
RRP40	-0.49892
INM2	0.407822
MIG2	0.333948
MIM2	0.041272
CDC24	0.455174
HHO1	-1.05234
DPB11	-0.065968
PGI1	-0.634554
YRB1	-0.69236
BDS1	0.538356
NCE101	-0.320798
ILM1	-0.886648
CDD1	-0.297374
SCY1	-0.14422
PCP1	0.18976
AIM6	-0.141752
BRX1	-2.935972
RGP1	0.471614
RRM3	-0.033682
STE6	-0.83557
SCM4	-1.120314
RPS29B	-1.983426
RPS1A	-1.638856
DOT5	0.373348
MTC7	-1.306822
BRE5	-0.654024
TFG2	-0.07189
BUL2	-0.052732
SBP1	-0.450402
DOC1	0.32969
MID2	0.055046
FZF1	-1.038328
GOS1	0.513542
BUB3	-0.2313
ARB1	-1.46975
PTC5	0.635208
TYW1	-1.89859
YSF3	-0.104864
RPS25A	-1.527954
SPB1	-2.704814
JHD1	0.651378
PGM2	5.619282
FMP10	0.592236
MAK21	-2.850512
DAL82	-0.007306
DPS1	-0.550734
HMO1	-0.59366
ISN1	0.848584
CLP1	0.218784
ECM13	0.32556
PUF2	0.783028
ILV6	-1.493442
TCA17	-1.088022
OCA5	-0.455706
CWC21	-0.37994
SMX3	-0.543466
IRC25	-0.508994
BUD20	-2.590864
RAP1	-0.164674
DUS4	-1.103108
MSR1	0.269926
FPR2	-1.117152
YTA12	-0.189166
HXT3	-1.926268
LEU9	-2.150938
SFB2	-0.16669
RPC37	-1.305906
MSC2	0.39488
PRM10	4.41946
PDR8	0.817122
DOT6	-0.169154
ECI1	1.884896
HEF3	1.147644
HSL1	-0.186136
YOP1	0.00636
TAD2	-0.625712
TEL1	0.185348
YPK3	-0.701592
MSL5	-0.427802
SEC3	0.270274
DAL4	0.511434
AAD10	0.737896
MPC54	1.119474
HCR1	-1.00554
EHT1	1.549152
FBP26	2.180432
DJP1	-0.432386
RDN18-2	-1.146068
RDN18-1	-1.101464
ECO1	0.731192
ALB1	-3.04493
RPL24B	-1.79327
MET1	0.188886
PFA5	0.35135
SUS1	0.056506
SPH1	-0.071884
ATG3	1.564302
PGU1	0.265284
CNB1	0.309544
UGA3	0.18213
RPL1B	-1.691112
VPS55	0.615804
ADI1	0.122116
NFI1	0.579966
RNH201	-1.05083
GAT1	1.053578
HXT9	0.171576
RIT1	0.105296
AIM11	0.557984
TIM8	-1.293672
SUF17	-0.154848
MCM7	-1.309856
LAP3	-0.494392
STE14	-0.268772
VPS13	0.964192
PDR15	2.00403
RAT1	-1.23703
LSM7	-0.662408
IFA38	-0.26905
UFE1	0.86412
RPB7	-0.444904
NMD2	0.062496
OPT1	-1.915984
ATG2	1.70288
MSH2	0.220198
MFA2	-2.391122
PBY1	-0.214858
MCH5	-1.400454
RBA50	-0.76058
PRM8	2.360448
PMP2	-2.015902
YPT53	2.258722
PHO80	-0.03833
MMT2	0.973316
RKM5	1.273418
SIR2	-1.042526
CAB1	0.068242
PFK27	0.211634
NOC3	-2.155816
FTR1	-1.06834
KAP123	-1.832492
EPT1	-0.168224
ISW2	-0.023322
ETP1	1.170876
SPG5	1.908684
RSC4	0.302798
ADK1	-0.884736
HRT3	0.39397
TRS85	0.14589
YEN1	0.81824
CSG2	0.037764
CYM1	0.543806
SEC14	-1.02954
DLT1	-0.38694
PUF4	-1.184682
RRN11	-1.747872
FYV7	-2.53503
GAL83	0.188002
SLX5	0.461844
TVP38	-0.246318
LIP5	-0.281588
MKK1	0.139424
