gene	logFC
SNR55	-0.513974
SNR54	-1.083024
SAD1	0.07273
SNR56	-0.456648
MUP3	0.125016
SNR50	-0.13675
SNR52	-0.176402
PRE4	0.556414
SNR58	-0.341386
BSC5	0.840222
CDC15	0.99325
AFT1	0.220074
MNT2	-0.834302
VMA7	-0.86667
AIM1	-0.643982
RKM2	-0.663048
CYC3	-0.53427
FCY21	-0.680096
RPL42B	-1.911764
TBF1	-0.493632
GWT1	-0.274754
RPL21A	-1.872748
ARO10	5.01438
SEH1	-0.477238
SDS23	-0.264916
VPS72	0.08087
YAR1	-1.384932
DPM1	-0.87429
NOC2	-3.033992
FUI1	-0.99634
HSP33	0.664824
SNA2	0.516354
RPL10	-0.921152
YRO2	1.64588
YEH2	-0.528358
RGI1	4.905736
PDR11	0.176944
PGC1	1.356558
TSR1	-2.532452
VBA2	-0.08405
POP2	0.18195
ERC1	-0.282858
MCM3	-0.143752
MDM20	-0.492766
VPS61	0.550304
RPS4B	-1.862954
CTK3	0.089928
EMC3	-0.447022
KAP114	0.411516
BET2	0.675092
IMT1	-0.253424
SNX4	0.981294
NTF2	-0.96904
CFT2	-0.204108
BCK2	-0.058326
YPK2	1.599844
PUG1	0.709778
SEC31	-0.259858
GCR2	0.034926
NPP1	0.11623
SAS3	-0.807448
ECM8	0.414076
PFS2	0.30324
KNS1	1.595302
HHF1	-0.718312
CIC1	-2.56799
GCN3	-1.017686
POL32	-0.542252
FBA1	-0.762156
MSK1	0.297194
CAT8	2.634628
PAU5	1.366898
MDJ2	-0.520396
CCT3	-0.83417
CCH1	-0.254
MED4	0.26946
NCE102	2.554494
PBI2	1.35229
TUP1	-0.608418
STB5	0.966738
DAP1	-0.234454
IMA4	0.79257
COQ4	1.36981
PAM1	1.00392
PTC2	-1.279226
CDC21	-0.264858
ERG10	-0.685036
DAL5	0.29473
NUM1	0.03739
SEN34	-1.021026
AMN1	-1.903786
WRS1	-1.220458
TFC7	0.616916
TRS120	0.774124
ATP23	-0.02926
SHG1	0.002008
ERP2	-0.853848
TMA7	-1.627112
TDP1	0.29625
ZWF1	0.60361
VPS35	0.330674
RLI1	-1.689122
MTC1	-0.234378
IST3	0.878326
SGF11	1.020016
POS5	0.283134
RPS30A	-1.151528
RPR1	-0.396754
ECM31	0.367384
ULI1	0.467446
PMA2	0.48503
CSE1	-0.13945
VMA22	-0.748566
TEP1	0.611532
DPH2	-2.496838
VPS27	0.530084
MSH1	-0.914356
FLO1	0.138088
BSC6	-0.38385
APA2	0.725684
SWI4	0.498668
UBP5	0.584778
RPP2A	-1.492272
CAB2	-0.216236
PRS3	-1.955976
UBR1	0.252728
ADH2	-0.556924
MFM1	1.89899
DFM1	0.173174
KTR3	-1.105874
PMT3	-0.129358
HSC82	-0.399724
PRM15	0.747636
TIS11	1.37625
HFA1	0.23787
TAF11	-0.570354
MCA1	-0.311692
TGL4	1.400024
SIS2	-0.414184
NOP1	-3.03809
YAT2	0.864764
WTM1	0.176538
YHB1	-1.630038
RPN9	0.750052
RHO2	0.269916
SLY41	-0.171208
MRPL44	-0.604804
RXT2	0.283936
AGE1	-0.494474
NQM1	6.89432
GRE1	5.711418
PBI1	0.973068
SEC4	-0.3039
ADY2	1.13245
YIM1	1.097848
STO1	-0.932474
FAR8	0.887302
FRM2	0.662078
HBN1	2.546382
CNM67	0.62829
RPL11A	-1.833892
SNO2	0.340236
KAR1	-0.546532
RSC3	-0.117916
COX2	-0.108224
SFI1	0.229132
MXR1	-1.27327
GTB1	0.274614
AHP1	-0.855016
FOX2	0.79627
CHL1	-0.149608
CTF18	-0.32794
GIS3	-0.00377
MSH5	0.842904
CBF1	-0.217794
CBK1	0.401512
ATG32	0.260474
NMT1	-0.143896
BNA5	0.453144
ATP7	0.123114
CAR1	0.966852
TPO5	-0.497296
DGR2	1.640312
CSR1	-1.234976
CLU1	-1.017652
TSC11	0.036346
TRM8	-2.266974
TLG1	0.061262
SNR72	-0.178164
SNR71	-0.249512
SNR70	-0.089318
SNR77	-0.503942
SNR76	-0.105724
SNR75	-0.383376
YPI1	1.630548
SNR79	-0.301232
SNR78	-0.480842
BCY1	0.657422
RAD17	0.524096
UTP8	-2.238358
NEO1	0.968146
VRP1	0.64407
GPM3	-0.287444
RPN12	0.40237
CTT1	6.794192
HSF1	0.820052
SLF1	1.002692
YPS5	1.442764
VOA1	-0.475792
MAD1	0.02277
GCV3	-0.580324
GRS2	0.96916
DPP1	0.574362
PHS1	-1.251018
RPS19B	-1.614424
MED8	0.518472
DSE2	-1.5964
SNT309	0.22869
PGS1	0.328644
SSN3	0.423474
PDX1	0.077574
RIB3	-0.763432
ATG13	0.909234
ICL1	1.329798
FMP25	0.071546
PIH1	-0.060056
APN2	0.801124
NBA1	-0.456644
CCM1	0.019418
GIC1	-0.618474
ESF2	-2.484226
FIN1	0.56563
BAR1	-0.876282
ECM10	0.649326
CTP1	-1.192676
TAF8	-0.3423
PPX1	-0.320668
TRF5	-1.38183
STF2	3.687624
SKP2	0.196826
MAD2	0.19989
TRM82	-2.246944
SOL4	6.857402
PFF1	-0.74124
MRPL23	0.132768
PST1	-0.65609
CGI121	-0.54307
JIP3	-0.044224
ASM4	0.196566
HOG1	-0.03133
PUT1	0.649592
ASF2	0.366436
COM2	0.8023
PAB1	-1.937624
YKU80	0.662186
TAF6	-0.501782
APC11	-0.844016
SEC17	0.71163
GTF1	-0.215188
TMA22	-0.94469
MTM1	0.01285
CTF19	-1.459138
URB2	-1.597746
COS7	0.602242
SAP190	-0.088378
AIM26	1.335012
MRPL33	-0.617204
AIR2	0.338362
KKQ8	1.530974
STE2	-1.054336
POL3	-0.684934
CGR1	-2.832518
VCX1	0.430936
MGR2	-0.583134
ARP9	-0.112386
BUD32	-0.565266
RAV2	1.072436
RSM27	-0.20347
MET32	0.304406
AHC2	-0.123088
PAU1	-0.08111
RRP6	-1.345916
CAB3	0.134116
DBP9	-2.59042
FMP45	6.085108
HMI1	0.462324
MRPL50	-0.675896
SIZ1	0.630798
PDB1	-0.724376
SSA1	-0.002382
MSH6	-1.08143
RPE1	-0.922418
LAC1	-0.795482
SIF2	0.336748
SWM2	0.40412
SVL3	-1.401174
SSZ1	-1.242292
PEX1	0.224078
FMS1	0.651178
ATP17	-0.06321
VPS16	0.444152
CDC3	-0.225412
SPC98	-0.481062
SNC2	-0.439046
CDC33	-1.515522
FTH1	0.099986
BSC4	-0.200708
KRE28	0.213558
UBA1	0.05847
LSM5	-1.091848
TDA11	1.0495
COX11	0.14178
POR2	-0.559864
SIP4	2.047694
FAR1	-2.389816
ATM1	-1.15269
MRPS17	0.477626
GTO1	1.064016
SNR191	-0.665208
SNR190	-1.120826
ZRT2	-1.380502
SRB4	0.946772
IRA1	0.167364
PFK2	-0.562746
ATG36	1.98178
RCM1	-1.508536
PSP2	-0.043136
OMA1	0.341026
MGE1	-0.944306
YOR1	0.360156
SPG1	1.870628
SRL3	0.717526
OTU2	-0.960198
LPL1	0.80822
VPS15	0.881688
TAF7	-0.015686
SPS2	0.42384
FLC1	1.781682
SAM3	-1.41027
VMA8	-0.635696
SIN3	0.252158
MSB2	-0.402312
TYW3	-0.51193
DMC1	1.33911
IMP1	0.087528
IMD4	-2.586618
BLM10	0.309514
PGK1	-0.744644
COX3	-0.211252
BRO1	0.388332
TRP4	-0.451682
CFT1	0.246104
PEP8	1.100002
FHL1	-0.475524
SUE1	1.667814
THI12	0.246292
TSA1	-0.727458
DNM1	0.965268
HMLALPHA2	0.32668
RER1	-0.67031
CRF1	1.981994
TRX1	-0.678864
NTA1	0.767934
CMR1	-0.018222
SKO1	0.133286
BDH1	1.426016
NDC80	0.572212
RPL16A	-2.174754
UPS1	-0.134726
ACO2	-2.313454
YSW1	1.3105
VPS24	0.348694
RPL9B	-1.743398
RDN58-1	-1.284142
URB1	-1.646202
THI7	-1.045838
LST4	-0.390036
MET6	-1.935606
DOG2	1.226618
ACK1	-0.207158
NDC1	-0.63073
CDC123	-0.31262
SNR19	-0.5415
SNR18	-0.98756
LOC1	-2.010642
SNR11	-0.294858
SNR10	-0.519784
SNR13	-0.388456
SNR14	-0.243876
ULP2	0.1779
LCL2	0.133034
ITS2-2	-1.592646
FKS1	-1.31137
ECM7	0.028314
VPS25	0.670562
HSP10	-0.56872
YPQ1	-1.440098
EMC2	0.221366
SRB5	0.248924
MDM30	0.377904
MRPL37	-0.807536
MDM36	0.34904
RBG2	-1.04949
GAL3	0.671238
BCK1	-0.309288
TPS1	3.880828
DCP1	-1.031588
ARO8	-0.470766
RPO26	-1.530498
EAF5	-0.092168
NPL3	-0.782608
SKI6	-0.825342
VPS73	2.53795
HIF1	-1.341086
BRL1	-0.118208
THP1	0.579582
VID28	1.749784
HRP1	-0.050164
ATR1	0.233288
BIO5	0.316084
UPS3	1.332264
RPL19A	-1.522106
SET5	0.14138
ADE12	-1.2275
ERG25	-1.72173
EMW1	-2.063686
RPL24A	-1.769222
FYV12	0.164766
ASN2	-0.44724
SRC1	0.064452
EAF3	0.0896
NAN1	-2.457332
ACF2	0.30888
RMD6	0.22892
YMC1	-1.612268
RPN4	0.768916
PIF1	-0.290784
REG2	1.65285
RPL35A	-1.654414
BIG1	0.774042
GCG1	0.395878
PLC1	-0.168518
PMD1	-0.73701
CUE3	0.667712
RPL20A	-1.962172
RPG1	-1.41102
RTT10	-1.816306
MRI1	-1.048528
RSC30	0.283726
SET4	0.5959
ILV3	-0.867428
GET3	-0.45631
YKU70	1.421274
AGA2	-1.545256
IMP2	0.843254
GAC1	1.482226
ERR1	0.862444
RPL4A	-1.624
HAL1	1.591598
YIP3	-0.495372
VPS64	0.816478
RMD5	1.778622
TNA1	-0.501242
NUP120	-0.09137
MCM5	-0.276244
THI11	0.066034
SGT2	-0.729458
CDC13	0.339926
MEP2	0.522356
DED81	-1.351026
EFB1	-2.000184
MSG5	-0.352162
TPO2	-0.739232
THS1	-0.987076
EPL1	0.279476
TRR4	-0.140918
SPT10	0.100346
RPL32	-1.49209
DAK2	0.808336
CIS3	-1.79324
BCS1	-0.004354
RPP1	-2.163234
MIA40	0.807094
SWA2	0.152222
ATO2	2.024986
TRM44	-1.26736
PPN1	0.575814
TAD3	-0.787112
ROG3	0.744794
NAF1	-2.283232
VRG4	-1.064676
FIT1	-0.085154
SAC6	0.17969
VPS5	0.659828
ORM1	0.33672
EMP65	-0.01842
CAK1	0.773786
MCX1	-0.147632
SNR7-S	-0.27226
SEC61	-0.980608
REC104	0.981792
SPO19	0.904982
HIS5	-0.087826
SNR7-L	-0.48408
PTI1	-0.094692
RMD8	0.254384
SUA5	-1.342276
GAS1	-1.840112
TOP1	-0.019482
DIS3	-0.77463
USB1	1.417558
GPA2	1.281136
RAD33	0.4311
PSY2	-0.649292
UTP5	-2.40828
RIM1	-0.686372
PTP3	0.821218
SWE1	0.530934
POM34	-0.03858
MRPL20	-0.67407
BMT6	-1.934828
RPL33B	-2.200288
SNF5	0.333592
PTR2	1.782604
SAC1	-0.574444
AI5_ALPHA	-0.1788
PAC1	-0.155604
STE4	-1.051596
URC2	-0.141614
MAK10	-0.598974
EGD1	-1.21971
TPP1	0.333182
POL4	0.311694
STR3	-0.825204
ASP3-3	0.907204
POM152	-0.517128
HOM2	-0.683952
GET4	-0.098464
MOT1	-0.890122
YHP1	-0.707902
PAI3	3.099606
CRN1	-0.098724
LMO1	0.878018
BPH1	0.75668
TMS1	0.74582
STU2	-0.3714
MTQ1	0.082614
CHA4	-0.061282
GTT1	0.810628
CWC2	-0.39884
IDI1	-1.24667
GLG1	2.445084
EDS1	1.475866
XRS2	0.68448
GDH3	0.38022
SFH1	-0.152292
LIP1	-0.076168
ATP22	0.83292
EXG2	-0.550444
FKH1	-1.22664
MRPS9	-0.200224
PRP40	0.477544
BEM3	0.033544
TPK1	3.516598
AQR1	-1.098228
HHF2	-0.80862
PEX13	0.27465
SYS1	-0.029924
SPC110	-0.03898
IRC8	-0.556326
HEM3	-1.008484
DUS1	-1.568368
SOK2	-1.056642
PRM2	0.06715
SPE2	-1.270244
JIP4	0.94848
AIM25	0.771164
RPP0	-1.670034
MKT1	-0.533192
DLD2	0.139078
PHD1	-0.086716
MSM1	0.408932
GEM1	0.248312
ASA1	-0.24603
EMP24	-0.707796
IRC23	0.149428
SNR37	-0.389634
SNR36	0.045106
SNR35	-0.26319
SNR34	-0.267772
SNR33	-0.307548
SNR32	-0.673192
SNR31	-0.304442
SNR30	-0.726596
CBP6	0.493974
RRP45	-0.996796
SKI3	0.116238
SNG1	0.004854
SGA1	3.03645
SSA2	-0.319588
STE20	-0.63201
MLC1	-0.339386
GDH1	-0.668722
RRT1	0.899182
FAF1	-2.822944
YOS1	0
KTR1	-0.52896
SSU72	0.202384
NGL3	1.412044
SCH9	-0.624898
RPS19A	-1.829664
BIO3	1.20151
HOP2	-0.2556
GAS3	-1.786804
DET1	0.73396
COX18	0.294278
ECM33	-2.329834
HSP82	1.870832
GPD1	6.048414
AGC1	0.39599
LSC2	1.123656
PUF6	-2.822568
DSF1	0.391358
RAD52	0.550194
SPE4	-1.23777
SPR3	0.377012
NUS1	0.515616
RFS1	1.524384
TOP2	-0.846838
SPT2	-0.03267
TEC1	-0.504958
SBE22	-0.041464
TSC3	-0.23043
CUE5	0.438346
PTC6	1.117932
SEC1	-0.235298
TTI1	0.135306
CTI6	0.133266
PHO2	1.03033
LRP1	-1.698542
PCL9	-1.05458
FCY2	-2.311162
RPS1B	-1.636474
VPS36	2.049496
RAX2	-1.135122
NAM7	-0.895918
PRY2	-0.102568
PGD1	0.308816
REC8	-0.049848
SPC24	0.082424
RKM4	0.055978
SOL3	-0.80957
PAU14	-0.108454
YCS4	-0.763976
DNL4	0.920442
GCS1	-0.476946
MPE1	0.879622
NUP145	-0.976042
GID7	1.399576
LSB1	0.156924
RSM10	0.93356
ROM1	1.768816
HOT13	-1.58929
TPM1	-0.333436
GCD14	-1.225796
IML3	0.519648
MRP21	-0.140284
MRP8	2.244344
DIG1	-0.267394
FRQ1	0.173226
AIM21	0.895932
RPS18A	-1.606204
VID30	2.302632
MNE1	0.142532
RIM4	1.504894
MAG1	1.71947
CAX4	-0.359812
STL1	7.52736
NBL1	0.10738
TFC3	1.05209
ACS1	0.877876
YSP1	0.420336
TPT1	-0.573106
DUT1	-1.25749
HPM1	-1.588626
SSE2	3.084254
SCW10	-1.332776
EXO70	0.582076
HTB1	-0.93894
POL5	-1.672212
HPA2	0.544704
UBX2	0.259884
RIO2	-1.31922
BNA7	-0.544634
RPB10	-1.47072
STU1	0.536694
COQ10	-0.419886
NHP6B	-0.854518
ALT1	0.125814
DAD2	-0.429048
VFA1	0.400428
RPL22A	-1.847902
PWR1	0
YRA2	-0.356254
MPD2	0.188032
MLP1	-0.233144
UBP8	0.017268
AI2	-0.26483
AI1	-0.375342
TAH18	-0.721722
NMA2	1.017522
RIM13	0.644406
TPN1	-0.250296
SNT2	0.308878
CHC1	0.289564
SHS1	0.491194
ERB1	-2.655606
SWT1	-0.261168
ZUO1	-1.955928
HOS1	0.81712
WIP1	0.78785
SYP1	1.796868
ECM5	0.153354
VAC17	-0.616524
CAJ1	-0.250616
TMN2	0.618136
SPO75	-0.680312
SPP2	0.308902
FRE8	1.199582
RPN5	0.727852
RIM9	-0.342456
BUD22	-1.928752
DIN7	1.135394
TMA108	0.167518
MUD1	0.850414
MDJ1	1.622088
JJJ2	-0.25232
AFR1	2.14091
SIW14	-0.376072
DIE2	-0.331998
FMP16	5.694552
CTK2	0.435414
PLP2	-0.453272
MYO1	-0.139688
RAD51	1.221284
APS1	0.25652
ALO1	-0.72836
GMH1	0.048418
GLE1	-0.410084
ATG38	0.750886
MRPL36	0.34965
OSH7	0.622554
SNF1	0.251906
KTR4	1.02533
PKP1	0.506538
CKA1	0.090246
BNR1	-0.213132
GTR1	0.028156
ECM27	0.41527
UFD4	0.45866
ATF2	-1.979806
FLO11	0.845988
PRI2	-0.075844
LSM8	0.498494
ASH1	-1.393248
RPL43A	-1.799094
GRX8	-0.761944
VPS69	0.039826
RAD50	0.100606
ATF1	-0.856708
HSP104	3.180992
RVS167	0.061806
PMT6	0.36639
TOM20	-1.12235
PPZ2	1.537752
GUP2	-0.02294
PRR1	-0.17835
HSH49	-0.31405
NUP57	-0.125322
SAS4	0.22728
RPL25	-1.538196
SQS1	0.45919
ATS1	-0.03376
RIF1	-0.854974
FMT1	0.826336
TUF1	-0.183288
PLM2	1.624574
GUA1	-2.250784
MIG1	0.5309
CSM1	0.057724
RSM28	0.376058
BRF1	0.250714
IQG1	-0.491312
DIA3	3.57677
RNT1	-1.919772
ADE16	-0.05478
SPT7	0.5852
REG1	0.443438
YPT35	0.93374
NEL1	0.84525
HAP5	0.69205
MRK1	1.605204
RHO5	0.835516
NBP2	0.652442
GSH1	-0.382352
AST1	-0.502646
AFI1	0.217166
NAT4	-0.520982
HHT1	-1.099232
QRI7	-0.33956
VPH2	-0.130968
SWI1	0.401626
NCP1	-1.53573
RUF20	-0.533754
SMC4	-0.241216
RUF22	0
RUF23	0.761664
GIP2	3.404816
RCF1	0.528534
ORC1	-0.5428
MNN1	-2.567456
PIB2	-0.225046
SUT2	-1.08586
MGR3	0.588686
CDC48	-0.023082
MES1	-1.184814
TAO3	0.469192
MEX67	0.107288
YAP1801	1.496448
WHI4	0.449158
LIF1	0.0115
CAF130	0.330018
DCS1	3.503696
PUS6	0.02296
SRX1	0.983294
CAF16	-0.19142
VID24	1.013114
CTS2	0.695524
NHX1	0.159444
UTP4	-2.543552
PSF2	-0.091478
CEX1	0.451248
RPS23B	-1.713894
RPC25	-2.421084
CDA1	0.363872
CIR2	0.327344
SNR17B	-0.742724
RSR1	-0.36385
UIP3	1.19445
NIF3	-0.169286
RPL26B	-2.02396
HMS2	-1.633484
FUR1	-2.419526
PAD1	-0.034792
HOS4	0.439338
NDJ1	-0.77843
CPR8	-0.267924
GPB2	0.519678
SPO23	0.67646
ODC1	0.551624
TRL1	-0.72128
RPL33A	-1.739034
BUD13	0.354146
RDN25-1	-1.259792
GCY1	2.139936
BDP1	0.23216
QCR9	1.427656
QCR2	1.21422
KNH1	0.01926
NPL4	1.08042
TDA2	0.26867
SEC2	0.181974
RPS11B	-1.59888
RPF2	-3.054216
PET309	-0.08099
MNN11	-1.05348
CMC2	-0.270974
SIL1	0.119804
APM2	0.697316
DSL1	0.527032
RPL43B	-1.83599
URA1	-1.010626
RAS2	1.249732
PCK1	0.528476
CAC2	0.056282
YTA7	0.421018
VMS1	0.099356
UBC6	-0.13381
RNR2	-0.5586
SRD1	-0.401846
SSA3	1.428682
MTR10	0.074688
ITC1	0.749516
TPS3	2.192672
RBK1	0.591364
IMA1	1.271084
ALD2	4.136776
MRC1	-0.15191
ARX1	-3.193084
NRG2	0.759948
MPP10	-2.124402
COP1	-0.517328
NOP2	-2.981282
MNP1	-0.468896
VHS2	0.986262
RRP1	-2.225862
JNM1	-0.084252
PEX10	0.457332
GDI1	0.281562
IPT1	0.279
RPL3	-1.510212
AMA1	1.333748
NCS6	-0.669894
MDM12	0.742394
YPQ2	-0.751574
MYO3	1.61555
GAL80	-0.262472
SSP1	-0.490288
LSB3	0.315106
PRP28	-0.436436
DPH5	-1.67912
CRR1	0.008714
CAF4	-0.56316
APL5	0.07838
APQ12	-0.698362
RPL27B	-2.177946
TCD1	-0.465372
FUN30	-1.020376
RPL26A	-1.925006
FPR4	-1.864338
NSG2	1.098724
LSO2	0.46101
PHO84	-3.883874
LIP2	0.213448
GCR1	-0.278598
MDE1	-0.721576
MAK5	-2.402078
ERG1	-1.184932
MET28	1.665924
ANR2	0.368674
FAT3	0.835264
VPS70	0.25417
RPL4B	-1.632402
FRE7	-1.40946
TRM13	-1.563504
YCH1	-0.052446
LAG1	-0.041042
GPB1	0.073486
SOD1	-0.204324
SLO1	-0.721202
TWF1	1.161276
SCT1	-0.477836
PLP1	0.088754
HPR1	0.380622
FAA1	1.772942
FUN26	-0.672402
AVO1	0.240744
PEX14	0.436874
MID1	-0.54279
RRG7	-0.851934
DML1	-0.776128
GSP2	2.449808
ESA1	0.406774
GIM4	-0.56174
HUT1	-0.692514
IZH1	-2.266834
PFK1	-0.766164
TIF4632	-0.280818
NHP6A	-1.02271
CCL1	0.805112
RFC5	-0.305328
UBX5	1.724156
CDC12	-0.537982
NUP60	-0.103084
BCH1	0.368886
NSI1	-0.33883
BUD16	-0.52814
HTZ1	-0.527392
PCL8	1.847306
FUM1	-0.50055
RSM23	0.176824
ULP1	0.15351
GUF1	0.445888
GLK1	5.353876
GSM1	2.128372
BOP3	0.227234
RET3	-0.831798
MED6	-0.40006
UTR1	-0.189334
MRD1	-2.771608
JIP5	-1.030974
IPI1	-1.76419
ERV41	-0.30526
HOM3	-1.146726
EMP46	2.234556
PMI40	-0.57776
ASE1	-0.389702
HEL1	0.713748
INA1	-3.014848
CDS1	-0.65064
GPD2	-0.985438
FOL3	0.079704
ALK1	-0.852312
RPS27B	-1.965972
NOP10	-1.977494
THP2	-0.04919
IMA3	0.79314
AVT3	0.839776
ADY4	0.536758
VMA5	-0.536122
TOS8	1.151548
AGP3	0.367972
ELF1	-0.641126
UBX3	1.596606
AIM18	1.24547
TRK1	-0.806756
PNP1	-0.40623
PEX12	-0.133704
SMC3	-1.225998
MRPL22	0.319262
GUK1	-1.260348
MSS18	0.762586
OSW7	0.5297
OPI1	0.374278
FAA3	-1.189066
KEG1	0.75203
STT4	-0.48039
MSC6	0.44788
COG1	0.300426
PEP12	1.789454
GSC2	1.665976
RPS4A	-1.76889
RUF21	-0.176268
RPL7A	-1.780198
PHB1	0.559516
RIB5	0.346248
LHS1	-0.422892
CPT1	0.39593
FRK1	-0.571272
MTC6	-0.384268
ARP4	-0.579938
BIL1	-0.103682
ADH6	-0.579698
LEU2	-0.283792
TIM13	-0.91211
SPR2	0.785106
ZDS2	-0.201656
PET9	-0.517578
ALP1	0.777406
SLK19	-0.541828
FRE3	0.19684
ALD5	-1.772064
ENV10	-0.731678
ZTA1	1.627006
MSE1	0.486534
RAD6	-0.014822
BAS1	-1.63016
TSL1	6.196324
ELG1	-0.368526
MRPS8	-0.579238
APS3	-0.183998
RPS8B	-1.835822
ISC1	-0.01466
SAP30	0.1505
AME1	0.464134
DIP2	-2.07158
HUB1	-0.94636
HOT1	0.447628
ELO2	-1.948542
COX17	0.107736
IDS2	0.866454
ROY1	0.768124
ORC2	-0.312594
STE5	0.377164
DAL81	0.073256
SHB17	-1.471524
UBX4	0.546966
CCT4	-0.749206
DAL80	0.045708
DOG1	0.852326
MDS3	0.792984
ARO7	-0.705548
NCE103	3.64948
LCB1	-0.802414
CIA1	-0.352202
NUC1	-1.86257
YRR1	1.228594
ATP25	0.404304
OST1	-0.388316
KRE6	0.604678
HSV2	0.928144
TPS2	5.303242
OPY2	0.351658
PRS2	-0.84346
KOG1	-0.0901
IDP2	1.853866
GEP3	-0.312528
PET127	0.213568
GPA1	-0.194144
PRP3	0.374558
ATP10	0.479586
SUM1	-0.53387
ATG12	0.32784
YCK2	-0.287832
MET30	-0.037222
GCN20	-0.359602
AVT4	0.49645
PDC2	0.0967
GLG2	1.159198
NKP1	0.677432
LYS2	-1.04002
RPR2	0.111652
ADA2	0.17954
VPS38	0.257758
PRS1	-1.936816
MSB3	1.362166
ERV14	-0.42304
PGA3	-1.406458
SYM1	4.04802
PIL1	2.569272
SSE1	-0.77843
NUT1	0.61584
JSN1	1.16683
EFM2	-1.770902
PEP1	-0.133136
LTE1	0.148824
PUT4	5.457178
UBP12	-0.412506
CEF1	-0.144948
DAD3	-0.88005
PTC1	0.637084
PSP1	1.122236
IGO2	0.354296
ART5	-0.703776
FEX1	-0.465398
RBD2	-0.681578
ENV9	-0.246028
RRT13	1.099712
IRC22	-0.88218
RNA1	-0.648042
CTM1	0.318974
MDL2	0.426086
RPL14B	-1.780398
NUD1	-0.390416
RCL1	-1.790154
FYV1	1.02218
MCP1	1.08332
ABP1	-0.30605
MSS4	0.130216
RTC3	8.213376
GRX7	1.829154
RRP12	-3.355622
TOM5	-0.856908
KIN28	-0.018306
RPC40	-1.943928
SUP61	-1.120606
SOL2	0.470466
MSH4	1.21162
VBA4	-0.586254
CTR3	-0.240608
PKH1	1.498012
YND1	0.097824
MPS1	0.1991
RSM18	0.126466
SAT4	-0.04034
SRN2	0.148716
SRL2	0.655118
YRF1-2	-0.426468
MLH2	0.632572
UBP1	-0.458796
PPH22	0.421206
SEG1	0.539282
KGD1	0.48101
HXT12	0.317164
SDH1	2.517172
NET1	-0.759152
YSC84	2.251068
PRP8	-0.273686
VPS65	0
TFA1	0.417296
RSA3	-2.301894
SET6	0.115752
RRP14	-1.850032
TPK3	-0.168242
PMT5	-0.639862
LSR1	-0.84573
OYE2	-1.130096
MRPL3	-0.071326
NOP13	-2.52122
MET31	-0.478492
RPO31	-1.362886
HRD3	0.329098
SAP155	0.51601
MET17	0.089604
SPO11	1.535836
SNR17A	-0.630316
PMT4	-1.17496
POP6	-1.25493
AKR2	0.112782
PAN2	-0.170116
IKS1	2.215984
LPX1	-0.465154
MRPS35	0.241898
MUP1	-0.562646
NAG1	0.133738
TRS20	-0.47144
MEC1	0.148382
UIP4	2.394178
TAX4	0.630332
OYE3	-0.009862
YAK1	2.247276
PXA1	0.959346
GBP2	-0.43385
HGH1	-1.81566
DCC1	0.380642
HEK2	-0.900104
COS8	1.263496
TEN1	0.74151
SSB2	-1.967542
ALK2	-1.312416
TRM112	-1.857786
VMA16	-0.596818
RTC4	-0.65502
CBS2	0.137198
PCL1	1.254506
URA5	-1.858568
PKC1	0.22124
ERR2	0.964138
RTT105	-0.144276
STM1	-1.739868
GLY1	-1.203282
GLN3	0.38426
ERG6	-0.78639
MCH1	0.602572
MCM4	-0.37726
RPL6A	-1.982248
SEC27	-0.39927
RPC10	-1.652646
TCM62	0.575148
BUR6	-0.338622
GLO3	-0.145616
APE4	0.626704
ISD11	0.498464
MAL31	1.48322
YPT31	-0.593956
KAR5	0.27519
POL31	0.279526
MRS1	-0.273902
ERP6	0.199496
SEN1	-0.391562
PHO86	-1.19263
INM1	-0.586586
GCN1	-0.482478
HAS1	-2.883548
BPL1	-0.295812
RAD55	-0.869554
YHC3	0.519554
NUP116	-0.048574
TOS2	-0.695852
VHS1	0.826244
TAF1	0.10279
SPC2	-0.2675
UFO1	-0.07762
RFX1	1.176146
SEC22	-0.57308
AUS1	-0.648252
ERR3	0.690098
ATG14	2.4759
PRR2	4.237476
IBA57	0.868702
MET4	-0.04516
AGE2	0.256798
HTD2	0.408374
COX8	0.022902
SSF2	-1.446472
DIC1	-0.362376
HIS7	-0.674304
DSE4	-1.52724
INN1	0.209782
SPO16	-0.532308
SEC53	-1.609526
WWM1	-0.260944
DOP1	-0.02611
AIM23	1.150142
TKL2	6.402444
RRP8	-3.101436
LEO1	-0.356756
GAT4	0.780882
LOT5	-0.693164
STE11	0.892468
RMI1	1.062726
OCT1	1.333232
UBX7	0.779914
SPS4	0.437854
DRS2	-0.303398
SMX2	-0.478642
HAP2	1.06049
RDS3	-0.450718
YAT1	-0.10661
HXT11	0.253482
VPS68	0.689246
BFR2	-2.466528
SMP1	0.303248
ISM1	0.141348
UTP25	-1.9596
MSD1	0.641926
MCP2	0.03228
HPC2	0.037664
MOB1	0.07717
RSC9	0.891122
MDL1	-0.82334
MRP13	0.192876
ARI1	1.965908
ACH1	0.589746
ECL1	-1.4392
IDH2	0.189068
YTP1	2.789346
GTO3	1.5569
RUD3	-0.47411
ATP16	-0.024882
REX2	-1.122118
GIN4	-0.216104
SDH6	2.949274
MIT1	0.35377
ENA1	3.05288
GAL4	0.530572
TRI1	-0.825648
DAD4	-0.59622
EOS1	-0.043366
ATG31	0.952338
DIM1	-2.535288
PAU18	-0.481102
