gene	logFC	pvalue
OCA6	0.273714285395136	0.820470336851709
DOS2	0.151891134607628	0.89831297256709
DOA4	1.49360835571554	0.232254626480198
FMP16	3.37344965721148	0.0169093117112459
PAA1	-0.352455545465193	0.765840600917172
IPT1	-1.32045366262021	0.284659283054945
SNF11	1.19824632377083	0.330090635572549
TPS2	2.29734979023261	0.0787731876622998
PPH3	-2.06207310265477	0.11807482358542
RAD55	0.722917003922664	0.556577019235685
SED1	1.00104082924766	0.407031897164426
SHU2	0.076360065387708	0.951641721510663
PET100	0.144368258459991	0.905154826586203
TFB5	-0.494742727917555	0.697551309613492
VPS41	0.547864554075637	0.64702919323889
PDC2	-0.718174972296727	0.55110972345215
STN1	0.375458283352249	0.755797976314394
RRP8	-3.39995351000372	0.0151956241857648
TVP23	0.0158730987213829	0.989391256131666
AFR1	0.655811657480696	0.585885249846275
SSS1	-0.933537452256635	0.439626713221003
RRP1	-3.4657236677767	0.0138469945190782
SLU7	-0.399457051829444	0.740041443181053
RLI1	-3.80873380578212	0.00750845600498825
UBC13	-0.511263811361709	0.670761390672625
DNF2	-0.48160019171179	0.685459331736737
GIS1	1.02116189829057	0.400054246144303
MSH6	-1.88139686968821	0.143770368948878
GRX3	-0.774831104717023	0.520198086832553
BMH2	-0.225084374741423	0.848505653769344
TVP15	1.45620497084696	0.243186289521062
ARX1	-4.22266969226447	0.00366595668710581
STE5	0.351129512814218	0.767649149934291
SPO71	0.0395473684702079	0.973798212324601
TMS1	0.21129867907926	0.858959581984777
ARP10	-0.495881156237172	0.730021230504272
TMN2	0.0812598202886023	0.945794369476926
TRS85	-0.466549724805993	0.699090442606318
FOB1	-1.12448884450988	0.363438162849639
ALT2	-0.886277835742813	0.469076530409992
IRC2	-0.361865563735916	0.787821650992957
PDS1	-0.13432963256175	0.910982162421883
MRPL1	0.138461542094374	0.907518774456653
TMA64	-0.529449399066004	0.658798519114844
APC4	0.339475510888358	0.779794049022876
VBA4	-2.12886384705849	0.101175016770313
COX26	2.17596627466936	0.106107604741825
TRM1	-3.80031650131145	0.00772374845660345
DPB4	-1.35502408864687	0.283582731888157
KIN1	1.15926041990534	0.342801358589825
INO2	1.52993819511828	0.225248263392095
ECM18	1.28896642826238	0.309094696200147
SWF1	-1.58802179534703	0.229860303588299
ARO1	-0.782199183561485	0.514376856389283
MTC5	-0.666944608398692	0.578870329396585
SAC6	0.669731634608778	0.573865124437144
FIN1	0.447169664046396	0.712346049232626
YCF1	-0.327101393605551	0.781977997309257
VPS61	1.20962435123916	0.449302995554486
RGP1	-0.335720430143491	0.778700287870373
HPR1	-0.853670479881935	0.482010192963903
RUB1	-0.166646116513663	0.889763840029681
MTQ2	-0.49274234567183	0.686326668438815
DOP1	0.490948574672768	0.679660128050213
PEX7	-0.427174953160155	0.724745514734668
SAN1	-1.2334073042213	0.317217207315543
MKC7	-1.94265254737907	0.130839795343421
TAF12	-0.143035750052375	0.903693551418216
SWI5	-0.469467240219771	0.695964105657931
EKI1	0.377873385566188	0.752539603178979
KGD2	0.704896442607177	0.555507778408552
NUM1	0.432511871043249	0.715102332065001
CTH1	2.17744111524372	0.0937463065330967
GIR2	-0.613897209521722	0.607663573117916
ENT5	-1.02287545424779	0.402972396412676
CPR1	0.817257954613447	0.494894664850764
RPA14	-0.623547024351466	0.60525346487311
HOM2	-0.404099996317773	0.732489315732072
SAC3	-0.235498472758313	0.842705485282056
SSY1	0.418151615603117	0.726000099773288
NBP2	0.027088124987235	0.981938307600553
CWC15	-0.0942246729866411	0.937690426362579
SEC1	-0.738161109650006	0.540722440591822
TRM82	-3.05297574421272	0.0261955291370563
SEC5	0.0239418820237219	0.983902988544742
TAF10	-1.00418709090133	0.412189223803022
CDC37	0.60910596359892	0.609348133006687
STB3	0.857149525727872	0.477758356018973
SEC7	-0.391659970592277	0.740551491406295
HSP42	4.89853880632357	0.00103772425121461
SUP35	-2.63334042613076	0.04874050691728
ARG82	1.35972813096733	0.277947253304708
HMO1	0.171957936302687	0.883948613782037
RSM24	-0.617478046418453	0.609042742466932
NGG1	0.330252868933079	0.780638831156323
UBC1	-0.62972628345138	0.599781217468296
SDH4	1.07328030524629	0.378456683176395
CSN9	-0.505422501378675	0.688590876512231
SCC2	-0.999604467612234	0.415158083283117
SAS4	-0.171411487907093	0.886525937351234
CDC1	0.183253417437922	0.876847299488805
PLP1	0.30226679981344	0.803330671579502
ATC1	-2.55770376368163	0.0567843316441755
UPS3	0.542368881883836	0.657940499396109
CCT6	-0.797917514390483	0.505876567852858
SLY1	-0.417332157125766	0.725093200445453
RVB1	-1.95757301305667	0.127056812890717
HST4	1.03426689896448	0.408094472446987
NUP42	-0.577603188623238	0.643091350087339
MSS116	-0.562594603124348	0.636245280956668
REF2	-0.806134079028243	0.509941422139131
CAB5	0.461252529865721	0.700372556348529
CBS2	-0.0808706203078981	0.946263311043722
RKM2	-2.05668019394267	0.118511606572436
VPS64	0.578585920594041	0.630654380734954
SPC19	-0.0247781356860748	0.983800156691065
RAV2	1.13261997563663	0.358492807752022
COQ4	1.49496228637459	0.233078139504291
MSC2	-0.592719601429115	0.624089873420326
EBS1	-1.21253474367826	0.323976666377622
UME6	0.010409141518902	0.993024442657777
MSS4	0.63501262506033	0.594493100765998
GCD6	-1.71079641588243	0.176166532422868
TCP1	-1.18891862466699	0.3310397465864
UPC2	1.80312025447565	0.155899213019629
AHA1	3.68078408804212	0.00915532580993153
ADR1	1.86557028696308	0.143083097996736
RAD9	-0.795531851789857	0.510549535710572
SPR28	2.34590951121381	0.0956257200052247
MFB1	0.179867948107781	0.879997435394761
GTB1	-0.0403337142655801	0.972931409392969
CRF1	0.0945647838760387	0.938339134851377
HTB1	-1.16687164687669	0.33835821263637
HTA1	0.163588780974884	0.889319999136052
ADK1	-1.48695861395898	0.23159036085065
SIR4	-0.338725630058524	0.776399057205322
PCF11	-0.24156854456199	0.839534361230215
IVY1	0.0759570539795656	0.949118832148312
COX20	1.61606739788696	0.206534376152863
HEM1	-0.567412940372015	0.633296591837906
RTN1	-0.875104432788699	0.466447337749365
LYS4	-1.72188637355166	0.174182731812271
PRP42	-0.271655627410912	0.820273080736825
FMN1	0.350353896282991	0.770759088539175
MRPL7	-0.455147601903797	0.704031585221948
SEC26	-0.618956199600439	0.603078905948522
SNU56	-1.27595985748049	0.313296040155014
BUD26	-0.456520971799857	0.726016248584719
SUP2	1.54097326642031	0.344446238706924
AMD2	0.152656574070578	0.89936692108111
PRP28	-0.656485937467107	0.590124666773075
PEX5	0.523004684021691	0.663471672914402
MNN10	-1.50083908786403	0.229585601740429
TRS23	0.548908400943642	0.648294163135502
VHS1	0.960761436331948	0.429128112715919
PAM1	0.740423151574505	0.536119757191434
BTT1	0.391279846982793	0.756282972091435
MET32	0.213601032481005	0.864388436425953
CHL4	0.366640985915158	0.762527920393664
RMD5	0.876765695804174	0.473904631542298
CTA1	0.6203638181785	0.608613534546646
RKM4	-1.16213660672668	0.347208719617907
HSP78	4.91225784739503	0.00101270908244648
YAP6	1.37948022716596	0.2832857995562
SWM1	0.0798312124848709	0.946796460539522
EXG2	-0.0977548695393689	0.934143503857379
DIN7	0.294070703187029	0.810816640309842
AKR1	0.215897417445603	0.854875053807838
PEX10	0.776441470731095	0.524158187516351
HEL2	-0.193742100577871	0.869952760576546
CIA1	-1.67236493295448	0.189602124071198
MSW1	-0.103367115499536	0.932075122751366
CCC2	0.559372664095051	0.643663454732252
GLO2	1.49131549187217	0.231708466462436
DON1	0.934079940280406	0.452399380297602
BSC2	-0.595534039131176	0.622277657949914
PMP3	0.607733273257981	0.60922106281813
MTH1	-2.33210466829536	0.0772215762320414
RNH202	-0.861240518544929	0.48321080603808
RRP45	-1.34916844326201	0.277199506937872
PHM6	-2.64088390727144	0.0604723227705806
GCN2	-0.555985101507808	0.641902399075899
DPP1	-0.353792141495862	0.767012427281364
ZIP1	0.869831534839465	0.478108314083807
INM2	0.460486050498347	0.703358351070987
NSE3	0.0293314427118894	0.980637673332249
RTT103	0.432745554219988	0.717560129462299
HRQ1	-0.0125418694211085	0.991566567907087
SRP101	-1.21918476096193	0.321429824802079
SSD1	0.615925816371265	0.604530032801504
DPL1	0.0537728121310156	0.963677385259873
HDA2	1.07338722481682	0.380036380371342
MHR1	-0.300731201966001	0.801797649661487
SUR2	-1.24457832328481	0.31105977498883
ATP5	-0.588155546535329	0.622002044249663
BFR2	-4.39063533821588	0.00281814980366347
PRO1	-2.48648184723094	0.0620039931452069
CFT1	0.184224902570073	0.876457494936468
GPI11	-0.735993384763795	0.547278358179101
RSC3	0.38789962671979	0.743674427767197
CPR5	0.193834244146682	0.869424373096618
HNT2	-0.730893223457583	0.555864253445356
PMT7	0.917505227247784	0.448867189610522
SRB7	-0.741804592183286	0.546910108749144
GIC2	-0.789316822039075	0.511476366228481
SUM1	0.268288141485746	0.820678154325213
TFB1	0.757989218007455	0.528563316936724
SSF2	-3.03829406608298	0.0283716110035441
PIB1	1.60274939765759	0.205037953859004
RAD34	1.11914509480674	0.367860359129231
IPK1	-0.410437350299235	0.745403186579159
OMS1	-0.229437142457497	0.847921669503769
HIM1	0.172131418707059	0.888799018344415
MCM21	0.383327521849299	0.751076769085415
YFT2	0.802855418431069	0.509365276415927
SWA2	0.61967498933572	0.60523875053275
DAD4	0.326862793255932	0.789154746492226
ASP1	-2.49191536888065	0.0606031207155141
MRPL35	-0.581640186899739	0.628647412207448
TIM11	0.26677087348083	0.822400254927211
PEP7	0.896223746149857	0.468845033376259
UTP4	-3.83881387549103	0.00719892868664917
YCG1	0.00137989958819296	0.999076815952767
YSP2	-0.340062566028574	0.774036892734996
SKP1	0.405328882159942	0.732703255112365
PEX3	0.181918648382755	0.878171801067593
UBX5	0.893645082221753	0.460607976692092
GPI8	-0.69565188521636	0.563551951866675
IRC3	0.120468003302046	0.919726710429483
RQC1	-0.468047472386059	0.694274254277542
SWR1	1.12001241191616	0.358430193112773
MSN5	0.479062575886207	0.686379564148806
MRPS28	-0.513204334427319	0.669598038797855
FCF1	-2.13051313439793	0.103789538415358
HXT7	0.574456026351948	0.628821670042192
HXT6	1.89625443519134	0.148342461152815
HXT3	-3.94488759694716	0.00585824709394614
SVF1	-2.17289444945626	0.0945915135811671
MRP1	-0.228313043392723	0.847646501789065
PAL1	-0.53521918411534	0.653724507580848
YPS7	-0.708105442322319	0.554677442342276
EMT1	1.22113216978224	0.415367235286591
ATP22	0.906432975808312	0.454214173333101
SBE2	-0.675904944469683	0.574523705228154
YPQ2	-0.752351840328085	0.533163386526582
TRR1	-0.476376723975813	0.687400434072435
TRP4	-0.490421764931671	0.682707339398386
SPC110	0.209799369096114	0.859943825034442
CNL1	0.0651479016296262	0.957405635492633
GGA1	2.11775634870412	0.102282596855017
EAF1	-0.147573400113644	0.901320685848719
OPI7	0.194763724382557	0.88927245969847
BCP1	-3.55072505738893	0.011920917235084
TFC6	0.337061913825401	0.777591449017965
ESC2	-0.330464622405971	0.783180305145832
SEM1	0.383863385267836	0.746219921064335
CDC40	-1.38428757546837	0.269257261781662
ESF1	0.51552231654899	0.663403587739024
KEI1	-0.61213679040991	0.61447428646181
YPR1	0.429802117154268	0.717722948640124
XRS2	-0.0662052305115161	0.956507761909018
DXO1	-1.78582994049297	0.166165310396179
CTS2	-7.58390267202756e-05	0.999949416786284
VPS74	-1.05144118328975	0.387370180857172
FRQ1	0.146024247853698	0.902554199913252
PHO92	4.44830421023369	0.0038291780894454
WIP1	0.846679579040096	0.495582317917344
BCS1	-0.549459670035337	0.64814650247392
ARH1	0.0710839408595541	0.952417846833385
ATP17	0.79108154107647	0.509925141339238
LSM6	-0.711662544844675	0.556809929967491
RGA2	0.62370981948182	0.602849685660159
SDH6	3.81159817302584	0.00775876421079325
ARO10	3.44553392165889	0.0136027569888819
YRA1	-0.48587711994905	0.681638665444195
RPP2B	-2.11373941119759	0.101905434522505
NKP1	-0.0804711183537729	0.947317227900048
ATO3	-1.39094765695501	0.264521059556116
EFT2	-2.0770184498582	0.107217940852921
MUS81	-0.093897695979084	0.938399322268163
RVS167	0.529779341611448	0.655542598980604
SAC7	0.275054686862019	0.816467853162078
UBA2	-1.04734106668552	0.391046987957224
SUF3	0.0979737732669463	0.941400636822279
SPT3	0.109001154963463	0.927111088997523
SHE9	0.4556467815907	0.705220048686732
RPT3	-0.0933381338523021	0.936828821972224
SXM1	-2.20316492419066	0.0909791251348483
NCB2	0.4385055687905	0.741188208889183
UTP5	-3.6512023288601	0.00996774536150156
HPT1	-3.16540419380841	0.0218366963001212
URH1	-1.1033512739732	0.371322088791437
DIT2	1.10025243740367	0.424256324712798
DIT1	1.79498751522974	0.177556904641601
RPB7	-0.649148667639567	0.588130839034252
MRP20	-0.670480184448093	0.579885289003868
PDR15	1.40831207286376	0.256528440728857
TRS120	0.316810880122366	0.789462776336052
ADE8	0.234155887167976	0.844126453950831
SIZ1	0.791890943508759	0.512478016861016
STE14	-0.99064961747552	0.422278117725086
DFM1	0.774592320541677	0.521510189640573
RRP17	-3.61093477917861	0.012446117882468
ERD1	-1.23640966923593	0.324361533697189
SYF1	-0.344970718137624	0.773477259558693
RPL12B	-2.57965581858407	0.052980574657982
RAD30	-0.71426482816518	0.559259874473454
HKR1	-1.35607223873518	0.274358174428866
ARO80	0.843091467981724	0.488506539012017
SIP1	0.29515367496989	0.803673698802794
CAD1	1.33580229070619	0.282251398307607
DYN2	0.355162343760045	0.769148570900776
SNX41	0.557879200423424	0.645248055969677
RPN9	-0.0819303722211527	0.944607096180999
BNA7	-1.50969189760869	0.234894967844186
TIF35	-2.40933857190539	0.0675589154323258
CYM1	0.31486248278596	0.791059084610748
NPL3	0.567515939240986	0.632548103320648
GPI17	-0.0889407325309321	0.939988513038486
PPM1	0.334292162043077	0.779388369262173
PPZ2	0.283369532647932	0.812687247719432
GPI19	-0.240844748907	0.84983194364552
THI74	-0.308029836589518	0.798740625743153
LRS4	-0.386903480794917	0.749930671858194
DOT1	-0.622520515125262	0.608821478779767
APT2	-1.16667518277718	0.346851152706582
SSN2	0.123330168654938	0.917928485633955
ECM11	0.389792958442187	0.810568161429528
RPS17B	-3.05330762007561	0.0256133677715077
ADA2	0.80038628082619	0.507862639561979
UTP6	-3.9404257674115	0.00636935620866404
RPS18A	-2.28702764801689	0.0800382996071766
YHP1	-1.97853243088088	0.130088695838018
PPN1	0.279981782325738	0.812641664847107
TSA2	2.13029110417357	0.105962095907939
GUK1	-1.14275784989189	0.349350488061374
NHX1	-0.376800960895743	0.751351118032218
TOM1	0.105355600582092	0.928744841247096
HEH2	-0.246432993434478	0.835505013145568
PFA5	-0.185537986805908	0.877728852955703
TFB3	-0.195525810757454	0.870332619813509
MFA1	-0.981052895410613	0.419946993778398
MRPL28	-0.632550858863189	0.606846763788728
STP1	0.173463455404884	0.883619011177524
SPP41	-0.543564257326355	0.649546621014822
RMT2	-4.07193108724661	0.00485051225237558
PKH3	0.562641329854142	0.638029538576714
TLG1	0.27480326517152	0.817422168214107
SDC1	-0.788656965483472	0.518797297027277
UGO1	0.332063877127894	0.781775106208378
RPL27B	-3.36093490347178	0.0156773310673748
SNR13	-0.839314035646002	0.565583953039622
TRS31	-0.931977990559825	0.445291593556754
PRP3	-0.146271106519974	0.903017663700926
JIP4	0.9100239164147	0.452304228585349
SNF1	-0.283559135987977	0.810847366407432
SNM1	1.30771351034951	0.295509710411232
PEX29	0.946210055476591	0.436117930005727
DIG2	0.808858713319818	0.50857162664366
PHO8	0.175616841749038	0.881627286934352
CWC21	0.661751919378336	0.588124420093801
KRE2	-0.43213677684109	0.714901538369498
VPS52	0.00361617826506505	0.99759861459106
VPS72	-0.151761297262585	0.898330182992679
VPS60	-0.0977261982629445	0.934689887561783
RIB3	-1.23112587976077	0.318107876905321
PAC11	-0.278340454377518	0.820390083214679
SLD5	-0.341637576541153	0.780482521172527
PKH1	1.18861860286477	0.335167821154076
IZH1	-1.97579725535364	0.125698880191534
MZM1	-0.812099109005297	0.514365159007707
RSM28	-0.372946556722293	0.75500585868977
VPS3	0.311008504496523	0.795503272036355
PUF6	-4.92647095597319	0.00104189527970163
ITR1	-1.55740181357106	0.212523202756589
SEC20	0.00232932357423285	0.998445319692827
LCD1	0.0171506308458495	0.988623789217554
RPL37B	-2.11276977837865	0.102416181172879
PLM2	1.01208115715524	0.417725574300787
SAM2	-0.462624584648984	0.696632231606227
