Gene	logFC
EXG1	1.827819025
AIM34	0.163498732
TGL4	0.070389328
RAD3	-0.785875195
SCS7	0.50589093
TAD2	-1.058893689
ILM1	-0.13606155
FRK1	-0.321928095
PNT1	0.263034406
EPT1	1.124328135
FRA1	0.189033824
VID27	
BRR2	0.333423734
SCY1	-0.074000581
GAL7	
TRS65	0.485426827
HRK1	0.40053793
FRE8	0.35614381
RAD7	0.321928095
TOF2	-0.415037499
RRG9	0.176322773
GGC1	3.23572706
HRI1	0.22650853
MVP1	0.389566812
GUP1	0.555816155
TYW1	-1.434402824
APE3	0.50589093
ZDS1	0.097610797
THS1	-0.836501268
JHD2	
SPC19	-0.395928676
NDT80	0.378511623
UGO1	0.056583528
AIR1	-1.434402824
GAL10	2.263034406
CLC1	0.918386234
RAV2	0.613531653
BFA1	1.042644337
SNX4	0.214124805
TAF4	0.176322773
RKM1	0.454175893
RAD24	0.704871964
RCE1	
STL1	
RPS0B	-2.836501268
PLB2	-0.621488377
APM3	-0.340075442
IPL1	-0.915935735
PEX17	0.555816155
GRX4	-0.434402824
LCL3	0.344828497
ANS1	-0.689659879
KCH1	0.475084883
IRC18	
GPH1	
RPL33A	-2.836501268
MET17	1.339137385
PUS6	-0.234465254
RPL27B	-3.321928095
BUL1	1.070389328
VMA22	0.22650853
LOH1	
SGV1	-0.304006187
YFH1	0.056583528
ECM34	0.641546029
PAC1	0.070389328
ACO1	2.482848283
IES2	-0.01449957
TMT1	5.583158004
GIC1	0.378511623
MAD1	-1
HIT1	-1.59946207
POC4	-0.810966176
MMS2	0.50589093
SNF5	-0.184424571
ALR2	1.280956314
TRS31	-0.473931188
NUP192	-0.535331733
PAD1	0.5360529
ORC4	0.310340121
KES1	-0.152003093
COQ4	1.713695815
INP51	
STT4	-0.251538767
PLB1	0.731183242
PRY2	0.782408565
RAP1	-1.514573173
PRP3	0
RPP1	-1.64385619
RPC31	
ERV15	0.948600847
DSK2	-0.377069649
YPT52	0.963474124
ECM32	-0.058893689
AME1	
TIF3	-1.943416472
UBP1	-1.120294234
FDC1	0.189033824
NOP53	-2.058893689
MSC2	0.722466024
FUR1	-1.120294234
PAN5	0.86393845
PAU13	0.485426827
ARP1	-0.184424571
CDC8	0.056583528
FCP1	-1.286304185
VPS34	0.782408565
CFD1	-0.454031631
UBC12	0.137503524
ADI1	0.40053793
MF(ALPHA)2	-0.556393349
BMH1	0.389566812
APS2	0.584962501
MTQ2	0.310340121
SNA4	0.59454855
EBS1	-0.666576266
BET1	-0.217591435
INN1	-0.556393349
RPL43B	-0.621488377
MGS1	-0.358453971
JIP4	2.310340121
DOP1	0.641546029
SSZ1	-0.915935735
ARN2	-0.304006187
UME6	-0.434402824
GIM3	-0.377069649
NGR1	
PRM15	0.485426827
RPS9A	-2.943416472
MRS1	-0.268816758
MMS1	-0.395928676
ALG9	-0.152003093
PXA1	-0.454031631
SHR5	
CDA1	
PDA1	0.879705766
MOT1	-1.029146346
ARV1	-0.029146346
PPT2	0.526068812
MDY2	0.650764559
MIC60	1.084064265
RRP3	-2.120294234
PEX7	-1.286304185
HNT1	-0.01449957
DAK2	0.526068812
MET8	-0.59946207
SCL1	0.773996325
YCK2	-1.251538767
PTK2	0.333423734
HEL1	
SEC11	0.454175893
RHO1	0.189033824
EPS1	0.565597176
CDA2	
DMC1	-0.514573173
SEN54	-0.304006187
MRP2	0.485426827
COS8	0.464668267
MSS4	-0.152003093
IMH1	0.263034406
ROT1	1.163498732
SBH2	-0.089267338
SAN1	-1.64385619
CDC48	0.669026766
SDS24	1.350497247
UBC6	-0.089267338
DAL81	0.201633861
GPN3	-1
RAD14	0.275007047
YIA6	
ATG5	-0.13606155
MSB4	0.86393845
TSR1	-3.058893689
SNF1	-0.268816758
SSF1	-2.836501268
MET16	2.498250868
AST2	0.516015147
INA22	0.604071324
MAP1	-1.59946207
NAS2	1.111031312
ORT1	0.565597176
ERG4	0.918386234
CUZ1	0.070389328
RPS29B	-2.473931188
MKC7	-0.434402824
AGP3	1.344828497
POP6	-1.058893689
HPC2	0.310340121
PDR1	0.056583528
NSG2	1.028569152
BRO1	-0.043943348
IRS4	
SKM1	0.201633861
TBS1	-0.251538767
AAD6	0.815575429
SNM1	-1.59946207
YBP1	
HTD2	0.839959587
PCL2	0.097610797
CDD1	0.565597176
RHO2	-0.59946207
ERG2	0.704871964
PEX29	0.526068812
SEC16	-0.64385619
RPS8B	-1.943416472
NDI1	1.963474124
NUT2	-0.043943348
MND2	0.604071324
URM1	-0.49410907
AAD16	0.22650853
ELP3	-2.395928676
TAF12	0.084064265
DYS1	-1.358453971
VCX1	0.321928095
YVH1	-2.836501268
NST1	
IMO32	
PUF4	-0.535331733
IGO1	-0.200912694
TOM40	-0.120294234
SYO1	-3.836501268
RRP4	-1.689659879
SWI5	-1.251538767
APD1	-0.01449957
ATG12	
SAM1	-1.943416472
URH1	0.641546029
SSA4	-0.535331733
JIP5	-1.395928676
ERF2	1.604071324
FAA3	-0.943416472
INP1	0.790772038
VPS17	1.021479727
PAP2	-0.415037499
VPS41	
VTA1	-0.217591435
PYC2	1
DAL1	
IRC20	1.063502942
GSC2	
PGA1	-0.152003093
GTR1	0.263034406
PDC2	0.201633861
SPP381	
ASG7	0.790772038
THI5	2.021479727
TIM21	-0.454031631
ASI2	1.49057013
URA3	-0.810966176
YDC1	2.480265122
RTT105	1.304511042
PFK2	-0.621488377
EFT1	-1.64385619
MSN1	0.189033824
UBC9	-0.713118852
EKI1	
DIT2	
NUP157	-0.152003093
YPT53	1.495695163
KAP122	-1.59946207
PEX19	-0.395928676
KGD2	0.895302621
RIB7	0.641546029
SNZ3	1.304511042
SWI6	-0.862496476
GEA2	-0.943416472
PHO84	-1.251538767
DAL4	3.781359714
RCK2	1.03562391
GAL11	-0.64385619
BAG7	-0.76121314
RRI2	1.176322773
RPB5	-2.184424571
STN1	0.584962501
TOS4	-2.736965594
RLM1	1.163498732
APP1	0.137503524
SPE2	-1.514573173
RPL26B	-3.184424571
ATE1	0.042644337
IRC14	1.316145742
SIP5	0.739848103
GLN3	1.007195501
JAC1	0.948600847
DIT1	1.03562391
MAM1	
TUB3	0.422233001
DAL2	4.735522177
YEF3	-2.473931188
HFA1	
RPS8A	-2
RRP8	-3.184424571
IDP1	3.08236197
GYP1	0.214124805
RPB7	-0.029146346
GLE2	-0.234465254
CPS1	4.995032192
SHE2	-0.168122759
MCH4	
TVP23	0.82374936
RET3	
COX9	1.516015147
HIS4	2.713695815
CNS1	-2.058893689
RFA3	0.411426246
RPS7B	-2.943416472
CAX4	0.298658316
YEN1	-0.736965594
RIP1	0.739848103
RPL13B	-3.058893689
PGA3	-0.971430848
AIM39	1.14404637
TAF3	-0.395928676
IDH2	1.35614381
SLI15	-1.736965594
NRT1	-0.321928095
SIA1	1.056583528
CKB1	0.23878686
AFR1	3.502075956
ERG12	0.839959587
RRP7	-0.089267338
PHO23	0.163498732
ACB1	0.275007047
MXR1	-1.64385619
RPL37A	-3.058893689
SEC39	-0.64385619
MRP20	0.443606651
ERG13	0.250961574
PSH1	-0.043943348
TIM12	-1.785875195
AAR2	-0.120294234
ICS2	0.250961574
SAH1	-1.120294234
FLO8	0.042644337
KRE9	0.042644337
RMA1	
THI20	1.220329955
OGG1	0.555816155
HSP32	
RUP1	0.575312331
RPS16A	-2.64385619
SSS1	-0.286304185
RRP12	
CBS1	1.14404637
RAS2	-0.089267338
ERR2	
PIF1	-1
EMG1	-2.943416472
SNU13	-3.473931188
RPS1A	-2.184424571
PDR15	
PHO3	-3.058893689
MRPS16	0.333423734
SSA3	-0.268816758
ERG28	1.996388746
STE50	0.555816155
TRS120	0.137503524
ORM1	0.150559677
LOC1	-1.59946207
RSC9	0
CSR2	
RRP1	-2.251538767
MXR2	1.189033824
SWI3	-0.184424571
OCA1	-0.074000581
AMN1	-0.689659879
PAU22	0.389566812
MFT1	0.411426246
SKG3	
VMA3	0.056583528
SIR3	
NDE1	-1.089267338
SGO1	-0.76121314
MSC1	5.094658343
YPT32	-0.535331733
GPM3	-0.535331733
PHO5	-1.785875195
ILS1	-0.415037499
HXT7	-0.168122759
ACA1	0.189033824
CDC21	0.250961574
ADE8	0.111031312
OCT1	0.545968369
NIC96	-0.473931188
ARK1	0.411426246
NTO1	-0.556393349
SLU7	-0.200912694
IFA38	0.097610797
NAM7	-0.64385619
YRF1-7	
MDL1	0.35614381
YPI1	1.50589093
TIF34	-1.64385619
COX14	-3.058893689
NCS6	-0.888968688
HST2	0.367371066
CLN3	-1.058893689
HXT6	0.286881148
ATG26	1.13093087
BUD16	0.5360529
LSB5	
RPL17B	-3.184424571
APL2	0.411426246
AXL2	0.871843649
RPS1B	-2.321928095
ECM7	1.384049807
SRO7	0.286881148
PBY1	-1.286304185
GRX1	1.014355293
ATG27	-0.577766999
ISF1	
TEM1	
SPO73	0.475084883
UFE1	-0.49410907
HTS1	-0.304006187
MIP1	0.378511623
SIZ1	-0.395928676
VAM7	0.084064265
CCW12	0.516015147
ARG1	4.40053793
RXT2	0.22650853
HDA1	0.150559677
ATG8	2.107687869
SAP1	0.704871964
RSC6	0.084064265
SKI7	-0.200912694
SKI8	-0.454031631
SFT1	-0.340075442
RCM1	-1.321928095
RPN11	0.189033824
SWI1	0.333423734
CDC24	0.344828497
RFC3	0.056583528
SAD1	-0.434402824
BNS1	0.056583528
GPD2	0.014355293
IRC15	-0.251538767
HXT3	-0.434402824
CAJ1	0.855989697
MID1	-0.59946207
THR4	-0.168122759
GFD2	-1.434402824
PHB2	1.23878686
PFD1	-0.514573173
CCT2	-0.666576266
ORC1	
FAP1	-0.915935735
OSW5	0.757023247
GMC2	
ARP7	
NUP170	
CTR86	
SRO9	-2
ERV46	0.042644337
SSL2	-0.556393349
SMA2	
SNQ2	0.214124805
RTS2	-0.286304185
CMC1	0.485426827
LSB6	1.526068812
PTA1	-0.514573173
SVF1	-1.217591435
MRPL31	0.432959407
CSR1	-0.395928676
ADH3	0.992768431
COQ2	0.687060688
GSH1	-0.152003093
SWP1	-0.217591435
GLN1	2.90303827
VMA4	0.847996907
VPS15	
CTF19	
ATG22	1.124328135
RRP45	-1.321928095
ECM15	-0.104697379
ERV41	0.5360529
TPA1	-1
PUS4	-1.836501268
STB6	1.028569152
VMA6	0.23878686
RPL4B	-1.736965594
RRT7	
BUD21	-2.64385619
NAS6	0.782408565
CLG1	-0.217591435
VTC3	-2
PHM6	-2.058893689
GCV3	1.13093087
INO80	0.056583528
ATX2	-1.089267338
PHO81	-0.251538767
CTF3	
NDC80	0.704871964
YFH7	
SSN8	0.50589093
VMA13	0.831877241
HOG1	-0.074000581
MMS4	
NAM2	0.799087306
PAN6	0.214124805
PXL1	
MRP1	0.495695163
MSB3	2.060047384
LHS1	
PSF1	0.321928095
GPI13	0.028569152
ERV2	0.189033824
KIP3	
AVL9	0.263034406
CTK1	
MEF2	0.963474124
PAL1	
RIM21	2.097610797
MUD2	-0.736965594
GID7	0.895302621
HTB2	0.201633861
ITT1	1.310340121
GSM1	3.08236197
FAR7	0.839959587
RPL6B	-3.184424571
MRS2	-0.415037499
PWP2	-3.64385619
HTA2	-0.377069649
ATG32	1.10433666
SRL3	4.614709844
NUT1	-0.043943348
RAD61	0.389566812
YHB1	-0.59946207
ALA1	-0.434402824
MVD1	0.516015147
SAM50	0.111031312
GCN2	
AIM1	0.014355293
SRP40	-1.64385619
YPS7	
MIC26	0.584962501
GAL1	0.344828497
SMC6	-0.074000581
SEG1	0.970853654
POB3	0.584962501
GCN20	-0.043943348
FPR4	-2.736965594
SRP72	-0.736965594
IRC16	0.042644337
CFT2	-0.01449957
RRP6	
IKI3	
SLN1	-0.577766999
VPH1	0.124328135
AGA1	0.250961574
ATP2	0.50589093
PAM16	0.22650853
CRZ1	0.23878686
DPP1	
SPC72	0.713695815
RPL19A	-1.395928676
PSY1	
DAD1	0.650764559
SPG1	0.310340121
FUR4	-0.943416472
MDM34	1.189033824
UTP20	0.321928095
IRC19	0.201633861
KRE5	
MSL5	-0.535331733
ALG6	0.584962501
YIH1	-0.76121314
SWC7	-0.029146346
VBA1	3.304511042
PSD2	0.150559677
PTR2	2.565597176
FSF1	-1.029146346
PEX14	0.871843649
FCF2	-1.64385619
RIX7	-1.59946207
CLF1	0.070389328
PET494	0.545968369
IBA57	1.459431619
SET4	0.367371066
BSD2	0.333423734
GEM1	-0.152003093
NIP7	-3.321928095
MSM1	0.150559677
RPL40B	-2.556393349
MON2	0.344828497
LYS5	1.070389328
KCS1	-0.340075442
POA1	0.98550043
PDR3	0.163498732
RPL40A	-2.473931188
KTR5	-0.104697379
PUS1	
CTP1	-1.434402824
TEA1	1.111031312
YSP3	
CAB2	0.464668267
ZIP1	
CHS3	0.124328135
IRC4	
YTA12	0.201633861
LDB7	-0.971430848
MLP2	0.137503524
TRM112	-2
RPS5	-2
IME2	0.411426246
AIM2	0.613531653
YIP1	0.014355293
KEL2	-0.556393349
VAC14	0.014355293
YTM1	-3.64385619
IES3	-1
GRC3	-1.184424571
UTP23	-1.556393349
SDS3	0.526068812
REH1	0.35614381
SLA1	0.298658316
MLP1	-0.577766999
TPO4	2.046141782
CDC43	-0.415037499
CLA4	0.189033824
DHR2	
PRP19	-1
NSP1	-0.217591435
UBC11	-0.514573173
FPK1	0.526068812
DNL4	
LEA1	2.217230716
GCV1	1.244887059
PEX21	1.618238656
SCO2	1.618238656
ENT3	1.480265122
PRM10	1.700439718
THI6	0.713695815
SRN2	0.163498732
KTR7	-0.377069649
INM2	1.565597176
LIF1	-0.666576266
OLA1	-1.689659879
RBG2	-2.473931188
ESL2	0.214124805
OSW2	
AMS1	1.333423734
SMY1	
TRF5	-1.689659879
MHP1	
TSR3	-1.152003093
HXT2	-2.64385619
NBP35	0.150559677
VBA2	1.500802053
CBP4	1.560714954
RPS29A	-2.943416472
PAU10	-0.377069649
HIR1	-0.785875195
MSO1	0.464668267
VPS70	0
MOD5	-0.089267338
UTP10	-1.888968688
ADE12	0.831877241
ISC10	-0.089267338
NSE3	0.298658316
ETR1	1.63691458
STE23	-0.234465254
PCK1	0.137503524
RIM20	0.641546029
ECM14	0.59454855
SPT8	-0.689659879
ARI1	1.111031312
ENT4	
CBF1	-0.535331733
MET14	-0.217591435
POP1	-0.395928676
SGT2	
RTT103	-0.104697379
CLU1	
CBP3	0.59454855
SUL1	-0.286304185
ERG1	0.411426246
UBP11	3.361768359
GYP6	0.286881148
ALK2	-0.304006187
RSF2	0.23878686
SEC59	-0.304006187
CDC25	-0.434402824
AIM19	1.879705766
NUP145	0.028569152
NSG1	-0.217591435
RCK1	
GPI12	0.150559677
UBI4	0.275007047
SLG1	-0.64385619
PCA1	-0.217591435
AEP2	
NTA1	0.575312331
PRP46	-0.49410907
CAF20	-0.915935735
ERG3	0.056583528
PHO89	-3.184424571
BMS1	-1.089267338
DID4	0.22650853
SSU72	-0.666576266
AVT7	2.220329955
SPC105	
YPK3	-0.377069649
BAS1	
MRP17	0.189033824
BUD22	-1.943416472
PAN2	-0.200912694
ATF2	-2
FMP10	0.731183242
RIT1	0.40053793
YRF1-1	
EFM3	0.111031312
GCD6	-0.514573173
WSS1	-0.168122759
MNL2	0.042644337
ERG5	0.678071905
VPS51	1.137503524
ATG4	2.257010618
FAU1	
TIR4	-0.120294234
CDS1	-0.689659879
YCK1	0.137503524
SHM2	1.541019153
RPA12	-3.058893689
AIM22	0.815575429
SQS1	0.443606651
RRD2	-0.104697379
VPS45	0.678071905
MAL33	-0.304006187
SAR1	0.5360529
PBP1	-0.058893689
DIG2	1.049630768
RTT101	
RAD53	-0.043943348
TCP1	-0.76121314
HEM4	0.042644337
SPH1	0.495695163
SOK2	-1.358453971
MAL31	
ALY1	0.831877241
AUR1	-1.286304185
PHO8	-0.454031631
TOG1	0.918386234
RFM1	0.22650853
SPL2	-2.184424571
REX2	-0.514573173
CCT5	-0.713118852
YKU70	
NTR2	0.613531653
CNM67	0.310340121
BYE1	-0.785875195
DOT5	1.432959407
PCL8	0.298658316
OKP1	0.555816155
ARP3	1.176322773
NGL2	-0.689659879
TRM5	-1.434402824
UBX6	2.15704371
RPP1B	-2.836501268
PEP4	2.40053793
UPC2	
CDC3	0.485426827
CWC21	
TOS8	2.046141782
BSP1	0.137503524
TIR3	-0.01449957
SPO20	
MAL32	
SNO3	2.792855352
PUG1	
PCL5	2.414135533
LYS21	0.815575429
KIP2	0.070389328
AHA1	-0.120294234
ARO9	4.531693361
YGP1	1.541019153
MDR1	-0.058893689
MRM1	0.298658316
RPL14A	-2.943416472
SRM1	-0.785875195
TOR1	-0.251538767
MRPL33	-0.043943348
DBP7	-2.836501268
JJJ1	-0.943416472
NKP2	0.722466024
KRE2	0.250961574
PDB1	0.333423734
YAE1	-0.358453971
DSS1	0.298658316
RPS6A	-2.836501268
ERG7	0.201633861
VPS4	0.124328135
CDC53	0.22650853
DCG1	2.049630768
PRM4	-0.59946207
PDR11	
TAD3	0.411426246
CBK1	0.23878686
PCP1	0.111031312
CAP1	1.207892852
USE1	1.111031312
DDI2	
SPS100	
GTF1	-1
LAC1	0.189033824
SSP120	0.82374936
STB4	1.014355293
HIS3	1.929790998
VPS52	-0.473931188
PCS60	1.709290636
NUM1	-1.217591435
OSH3	0.495695163
SRF1	0.378511623
DAL7	5.649328041
ADR1	-2.473931188
RPL42A	-3.321928095
RPL18A	-2.556393349
RPC37	-1.64385619
VPS72	-0.286304185
CTH1	0.163498732
LSG1	-2.251538767
PPH21	-0.104697379
COS4	0.855989697
RAD9	-0.736965594
GET1	0.056583528
RIA1	-2.184424571
RFC2	-0.120294234
HSH155	0
GLR1	0.422233001
GCN3	-0.689659879
SYM1	2.853995647
URE2	0.097610797
MNT3	-0.058893689
TGS1	-1.152003093
TDP1	0.464668267
HAM1	-0.377069649
QNS1	1.084064265
DAL3	4.790772038
AIM44	0.214124805
RPS19A	
NOP7	-4.64385619
MRT4	0.526068812
VPS60	-0.434402824
PPE1	1.618238656
RDI1	0.933572638
SPR28	
IBD2	-0.943416472
ABZ2	-0.043943348
SSU1	2.269033146
SRB5	-0.304006187
DPB2	-0.200912694
BAR1	
EST2	
DED1	-1.473931188
GIR2	-1.59946207
BET2	1.028569152
KAP123	-2.395928676
PET20	1.14404637
ALK1	0.82374936
BUD6	0.150559677
SMF1	1.384049807
BCH2	-0.556393349
GEP3	-1.029146346
RIB3	0.956056652
ENT5	-0.473931188
MFB1	-0.120294234
NOG1	-2.058893689
MGA2	0.137503524
MCP2	0.137503524
SNL1	-0.943416472
BDF2	-0.304006187
SEC62	-1
PTC7	1.063502942
RPL35B	-2.473931188
SWI4	-0.13606155
LYS1	2.327687364
NDL1	0.847996907
STT3	0.124328135
VMA21	
SAP190	-0.074000581
PAC11	0.59454855
DML1	-0.943416472
NMD2	-0.200912694
PIB2	0.475084883
BNI5	-0.59946207
VOA1	0.250961574
SET3	0.22650853
EFR3	-0.713118852
SFL1	-0.304006187
HRP1	-2.473931188
NOC2	-3.64385619
EEB1	1.070389328
ARF2	0.584962501
KSS1	-0.089267338
ARP8	-0.59946207
TRM11	-3.058893689
MNN4	0.464668267
RET1	-2
YET3	1.974529312
CPR1	-0.104697379
CDC28	-0.251538767
SKO1	-0.01449957
LSM4	-0.514573173
ERO1	-0.089267338
PRP4	0.799087306
RPL2B	-2.395928676
SLD5	-0.556393349
MCX1	0.150559677
HDA3	-0.577766999
STE14	0.443606651
RGT2	1.207892852
TMN3	-0.415037499
IRC24	1.244887059
BUD9	0.176322773
CEF1	-1
IRE1	-0.340075442
CSH1	-0.415037499
SCM3	
PGD1	0.432959407
MMR1	
FMP41	1.545968369
ECM10	0.790772038
PNG1	0.584962501
HAP1	0.042644337
FAF1	-2.473931188
LSC1	1.09085343
TRM13	
TOS1	0.389566812
PTP2	2.053111336
RPA14	-1.286304185
DFM1	0.748461233
BOI2	-0.971430848
MAM3	0.831877241
THI80	-0.810966176
MDH2	1.526068812
TOR2	-0.321928095
CLB1	-0.377069649
NPT1	-0.666576266
RLI1	-2.184424571
SCJ1	-0.556393349
BRE1	-0.556393349
MRPL51	0.5360529
ATP12	0.250961574
NQM1	
PSD1	-0.514573173
TRP5	1.5360529
PEX13	0.956056652
SLX1	0.23878686
SPF1	
CLB6	-0.915935735
MSY1	0.35614381
HYR1	1.13093087
PET112	1.580145484
HCR1	-0.395928676
ROT2	0.575312331
MGR2	-0.120294234
SPR6	-0.915935735
GTT1	2.150559677
ELG1	
COS3	0.765534746
GAS3	-0.785875195
SNT309	0.097610797
EXO5	-0.736965594
RME1	1.570462931
CWH41	0.782408565
IMP1	0.5360529
MCM3	-0.473931188
RRP17	-2.64385619
GSY2	2.341985747
PRS5	-1.184424571
SKY1	0.799087306
OSH7	-0.01449957
RPL11A	-1.943416472
EAP1	
RPL25	
ARL1	-0.304006187
UBC13	0.464668267
RPL31A	-2.943416472
RSM18	0.495695163
UPS1	0.739848103
INA17	0.748461233
HOM2	0.056583528
SLX8	-0.862496476
YPS6	
HSP60	0.35614381
APM4	0.526068812
PNO1	-2.395928676
YGK3	-0.168122759
RXT3	0.263034406
SCW11	0.286881148
MTC7	-1
ULP1	0.310340121
LEU5	0.765534746
ALG3	-0.358453971
LOS1	0.070389328
DNF2	0.014355293
SAC3	0.070389328
ERD1	0.084064265
CRT10	0.40053793
TCD1	-0.621488377
ADD66	1.063502942
YIM2	-0.152003093
GUA1	-3.321928095
VAM6	0.516015147
PRE2	-0.058893689
UBS1	0.124328135
JHD1	0.097610797
HYP2	-1.029146346
DIA2	0.176322773
RPL23B	-2.736965594
TGL1	
TRS130	0.565597176
FHL1	-0.200912694
VPS68	1.422233001
TYR1	0.495695163
HOM3	1.867896464
NMT1	0.411426246
TGL5	-0.577766999
GLK1	2.40599236
SHO1	-0.689659879
MNN11	-0.340075442
MET22	0.887525271
TAM41	0.748461233
CGR1	-3.473931188
NEM1	0.214124805
YIM1	0.855989697
ECM23	0.150559677
MDH3	
TFC4	-0.340075442
SDH3	1.555816155
MDM32	-1.120294234
CDC27	
COG4	0.042644337
EMC3	0.855989697
POP7	
ATP22	1.23878686
PIC2	1.786596362
ANP1	-0.286304185
AVT6	1.937344392
GON7	-0.043943348
INP54	0.704871964
SPP2	0.214124805
GPA1	-0.49410907
DAK1	1.23878686
AIM11	0.650764559
UBP6	0.632268215
NUP53	-0.234465254
HMG2	
ESC1	-0.377069649
RAD1	
MRK1	0.485426827
ATG36	0.575312331
COG8	0.669026766
PWP1	-3.184424571
MIC19	0.422233001
RIM13	0.464668267
SYF1	-0.043943348
MRP8	
MET12	0.070389328
CBT1	1.500802053
GIS1	0.555816155
GIP2	0.201633861
RAD23	-0.358453971
RIB2	-0.59946207
UFD1	0.35614381
SMP3	-0.234465254
LEU3	-0.104697379
STE6	1.673556424
TIP41	0.286881148
MSH6	0.097610797
BOI1	
ISR1	0.275007047
PDI1	0.464668267
PEX32	0.321928095
SBE2	1.097610797
TCB3	-0.358453971
NOP56	-3.836501268
SST2	-0.395928676
WHI5	-0.340075442
FRA2	-0.395928676
LTV1	-4.058893689
STP2	1.589763487
YTH1	
SSE2	1.731183242
HIS1	0.910732662
TAH1	-0.415037499
MNN5	-1.029146346
RPC25	-1.358453971
RTG1	-0.01449957
NIF3	0.124328135
SCM4	0.028569152
ERG11	-0.13606155
DCV1	
TIF5	-1.689659879
GRX3	-0.074000581
RMI1	
MGR1	0.344828497
SWE1	0.40053793
MCM10	
RPL6A	-3.184424571
YPQ2	-0.13606155
RIF2	0.669026766
UTR4	0.443606651
TPP1	-0.535331733
LPX1	-0.473931188
PUF2	0.214124805
RPL12B	
RMD1	-0.621488377
HHF2	-0.473931188
RPL23A	-2.321928095
FCY2	0.799087306
PBA1	
CYC7	0.910732662
NHP10	-0.043943348
HST1	-0.104697379
EDC1	0.443606651
SOD2	
HHT2	0.422233001
IOC3	0.111031312
RPN7	0.956056652
EMC1	0.367371066
BUD19	-2.736965594
NPL6	-0.200912694
ESL1	-0.043943348
FPR3	-0.836501268
TRR1	1.021479727
CMK1	1.007195501
AIM36	0.669026766
OST3	0.613531653
RPA43	-3.836501268
RAD30	0.310340121
YPS1	1.13093087
RPT1	0.50589093
SKS1	1.201633861
TEL1	-0.268816758
BMH2	0.739848103
HMF1	0.687060688
TCB1	0.137503524
PFK1	-0.514573173
DAS2	-0.971430848
COG1	0.516015147
TDA3	
FMP27	
RPL43A	
OAF1	
AIP1	0.941106311
HMG1	0.056583528
TRP4	2.121015401
VMA5	0.443606651
GSY1	1.3950628
OPI11	-1.089267338
MCD1	-0.736965594
YPS3	1.007195501
NUF2	0.378511623
AVT3	0.028569152
SIW14	-0.304006187
BUD31	0.310340121
YAP1802	
RPL39	-2.736965594
SDT1	1.250961574
LYS9	0.411426246
GZF3	1.22650853
MRPS8	0.070389328
PDP3	-0.454031631
RPA190	-0.836501268
SMA1	
AVT5	0.790772038
POF1	0.214124805
WAR1	0.879705766
PET117	0.464668267
ATG16	1.464668267
TEF4	-1.358453971
FAL1	-1.514573173
YVC1	0.35614381
THP3	
ATP16	0.731183242
RRP14	0.097610797
ATG31	1.111031312
SDH1	
MED2	-2
ECM19	0.310340121
UTP15	-2.556393349
BRE5	-0.304006187
RRD1	-0.200912694
ERG10	0.526068812
FLC2	
IMP2'	0.695993813
PCL6	0.555816155
SPC110	
IGD1	1.565597176
NBP1	0.575312331
VPS13	
VRG4	-0.321928095
CCT7	-0.64385619
ACS1	0.722466024
CNL1	-0.251538767
HCM1	-0.304006187
VPS21	0.310340121
SPS22	0.731183242
DBR1	-0.358453971
CTF13	2.408711861
SCT1	-0.577766999
POP2	0.137503524
BET5	-0.377069649
RPN10	-0.089267338
MCM16	0.042644337
SUV3	0.137503524
PHO11	-2.251538767
HRQ1	
ART10	0.695993813
SNO1	
GUT2	0.464668267
AIM14	0.263034406
SES1	-0.76121314
SDH2	1.416839742
MPC3	2.063502942
PMP2	-0.152003093
TYE7	-1.058893689
MTC3	0.695993813
PTC1	-0.395928676
PPX1	0.084064265
TIR2	0.042644337
MDV1	-0.043943348
SRP101	-0.152003093
YIP5	0.910732662
RAD18	
LSC2	2.198494154
NOG2	-3.64385619
STR2	3.204766751
CPR3	0.910732662
MSF1	
SED4	0.263034406
PEX22	0.286881148
GGA1	2.813524689
HOT13	0.98550043
FYV1	0.464668267
ATG10	1.084064265
RPT2	0.201633861
VID30	0.831877241
NCE103	2.867896464
SSD1	1.070389328
EAF1	-0.304006187
ICE2	-0.736965594
SDA1	-4.321928095
RKM3	-1.251538767
SNZ1	4.373648211
ATP10	0.137503524
FMT1	-0.64385619
ESF2	-2.556393349
UBP7	-0.454031631
IDH1	1.469885976
FAB1	-0.168122759
GAB1	0.378511623
TAH18	-1.217591435
AUS1	0.275007047
IMD1	-0.736965594
UTP25	-2.736965594
GPB2	
MTG1	0.411426246
RRN6	-0.915935735
COA1	0.765534746
FSH3	0.632268215
SUT1	-1.836501268
MDH1	0.475084883
RPS11A	-2.64385619
ATG11	
SHE10	0.23878686
APC11	0.111031312
RPS4B	-2.251538767
MNS1	1.007195501
DPL1	0.765534746
RPL1A	-2.836501268
RNR4	0.137503524
RAD54	-0.577766999
ATG15	1.389566812
BRF1	0.739848103
NSI1	0.137503524
RPL4A	-0.810966176
SAP4	0.432959407
CST9	0.137503524
HOL1	0.632268215
FRS1	-0.621488377
FPS1	-0.321928095
REV1	-0.943416472
COX8	0.731183242
ATP25	0.695993813
PLP2	-0.473931188
SRX1	-0.152003093
PYK2	2.891419187
APC2	0.310340121
NMD5	-1.058893689
ASF1	-0.029146346
GPI15	-0.415037499
HDA2	0.084064265
YPT7	0.604071324
FLC1	1.23878686
YRB30	-0.556393349
CYT2	0.59454855
CPR4	0.895302621
VPS54	0.097610797
ACH1	-0.200912694
