Gene	logFC
EMI2	0.97819563
AAD15	0.687060688
SPO11	0.731183242
ADE16	0.565597176
CAB5	0.201633861
ALG2	0.23878686
REI1	-2.836501268
DSF1	-0.089267338
RPL24B	-2.473931188
RPS18A	-2.556393349
RNY1	
YPT35	1.372952098
YHP1	0.432959407
PCL9	0
TOM20	-0.304006187
GET3	0.378511623
NPR3	-0.029146346
APC5	0.028569152
RPL15A	-2
PET191	0.604071324
TAZ1	0.956056652
GCD2	-1.358453971
MRPL37	0.124328135
DLD3	2.613531653
OXA1	-0.251538767
BCD1	-1.395928676
FYV12	-0.377069649
KAR3	-0.713118852
GRH1	1.333423734
TRR2	1.422233001
SDH8	0.933572638
CBS2	0.90303827
YHC1	0.40053793
BEM2	-0.535331733
SGF73	0.443606651
SRB2	-0.286304185
DUN1	1.056583528
CDC12	-0.49410907
CPT1	1.10433666
GFD1	0.871843649
RAD26	
RKM2	-0.64385619
SPC29	-0.234465254
MRP13	-0.286304185
SGS1	-0.434402824
RMD6	
PPN1	-0.395928676
COX7	
HUL4	1.646162657
SER1	1.163498732
EUG1	0.632268215
RIM4	0.565597176
TSA2	2.565597176
GSP2	2.653060017
NPY1	-0.13606155
AGX1	2.124328135
MPS3	0.189033824
HOR7	1.084064265
KAP120	
RPL11B	-2.64385619
TRP2	1.541019153
ECM38	3.979110755
PET111	0.495695163
NCP1	0.495695163
POL3	-0.473931188
FPR2	0.555816155
SNF6	-0.304006187
TOM22	0.97819563
GGA2	0.176322773
MET6	1.726831217
GUK1	-0.943416472
TRM1	-2.473931188
DOG2	0.910732662
MNP1	-0.434402824
SPG5	1.713695815
QRI1	0.799087306
HAC1	-0.621488377
MFM1	0.757023247
RRP15	-1.943416472
CCC1	0.59454855
NAN1	-3.64385619
PIL1	0.176322773
COG3	0.879705766
ROY1	0.650764559
RPL17A	-2.64385619
NOC4	-2.395928676
RSA3	-2
SGN1	0.250961574
HHO1	0.333423734
CTM1	0.189033824
KRE33	-3.058893689
DOG1	1.021479727
GYL1	0.584962501
QRI7	0.575312331
FYV6	1.063502942
ALD6	-1.943416472
PDC6	-0.862496476
IES5	0.575312331
PRE4	0.163498732
RIM15	0.201633861
TRM732	
PRS1	-2.184424571
DPB4	-1.251538767
TUF1	0.40053793
MPH1	
UTP13	
RIM101	0.831877241
TBF1	-0.556393349
PEX2	
UBA2	-0.234465254
TSC11	0.137503524
BUR6	0.344828497
MRPL24	0.321928095
ASN1	2.724650272
RET2	0.275007047
NHX1	0.773996325
FAS1	-0.689659879
KIN1	0.555816155
MSB1	-1.217591435
IFH1	
WSC4	1.700439718
NSE4	0.124328135
PUP3	0.344828497
NAT1	-0.074000581
CTT1	2.813524689
INO2	-0.454031631
INM1	-0.971430848
RPL36A	-2.64385619
PHO2	0.189033824
OCA5	-0.395928676
TEF1	-0.184424571
FPR1	-0.089267338
OPT1	-2.395928676
TIM50	-0.454031631
AIM21	0.641546029
TAF14	-0.200912694
GRS2	
TOM1	-0.434402824
LOT5	-0.377069649
CWC27	-0.286304185
IES4	0.604071324
HEH2	0.722466024
PAU11	-0.454031631
NNF2	-0.666576266
AAP1	0.454175893
RPN12	0.286881148
ICY1	2.307428525
DJP1	-0.104697379
TFC7	
SPT3	0.214124805
RAD51	0.97819563
SHE3	-0.395928676
HXK1	1.384049807
DIB1	0.250961574
SPE1	0.333423734
TOM7	0.485426827
MSS2	1.042644337
NMA2	1.304511042
EAF7	0.333423734
PFA5	0.50589093
SIR2	-1.286304185
ECM18	3.061776198
RPO41	0.443606651
NAM9	0.443606651
VPS28	-0.321928095
IST3	1.244887059
SHE9	-0.76121314
SHC1	0.35614381
VTI1	1.761285273
ASP3-4	3.166715445
ASH1	0.748461233
YHK8	0.495695163
LAT1	0.50589093
PAN1	-0.304006187
KIN28	0.495695163
HXT8	
TSL1	1.735522177
PXR1	-3.64385619
MTR2	-0.074000581
PRP11	-0.666576266
CCZ1	0.028569152
TUB2	0.632268215
MDM36	0.704871964
RDR1	1.244887059
RGL1	-0.251538767
CUE4	1.956056652
NCE102	-0.200912694
BUR2	0.310340121
CEX1	-0.152003093
RPT3	0.201633861
AGP2	0.443606651
MAK21	-2.836501268
YPT1	0.704871964
COS12	0.454175893
IRC22	-0.13606155
SWF1	0.704871964
FSH1	
RNH201	-0.514573173
ADY4	-0.029146346
SRV2	1.111031312
FAT3	-1.473931188
MTF2	0.495695163
CIK1	0.887525271
IRC7	2.097610797
FRE3	
THO2	-0.184424571
IMA5	
GAS5	1.275007047
AZF1	0.111031312
SXM1	-1.473931188
UBP9	
HSL7	-0.689659879
ACT1	0.831877241
YOR1	-0.340075442
ASA1	-0.621488377
WBP1	0.475084883
ARO1	
MSK1	-0.01449957
ECM22	-1.217591435
PRI1	0
SIL1	0.201633861
SNU71	0.485426827
PRS2	-0.915935735
CAC2	0.042644337
BGL2	1.545968369
PXA2	
FAD1	0.731183242
SEC17	0.275007047
MLF3	0.555816155
SNA3	0.722466024
CLN1	
FIT2	0.748461233
ADE17	2.462052319
NUP188	0.124328135
PIN4	-0.089267338
LCB2	-0.168122759
MAS1	0.650764559
FIT3	0.464668267
BTS1	-0.713118852
MTC5	0.464668267
CDC42	-0.058893689
MSB2	0
TRS33	-0.836501268
REE1	1.459431619
NCB2	-0.76121314
YSY6	-0.089267338
SAC6	0.82374936
GPA2	0.847996907
SUA7	0.124328135
RPL15B	-1.888968688
GIM4	-0.577766999
MDM1	-0.268816758
MSL1	1.367371066
OPI10	1.03562391
SAS3	-1.556393349
AIM7	0.516015147
NPC2	1.389566812
HYM1	0.028569152
IMP4	-2.556393349
KTI12	-0.689659879
RPD3	0.50589093
RPO31	0.422233001
ERV29	0.613531653
SGF29	0.070389328
INO1	
CKS1	-0.943416472
RPN3	0.286881148
VPS69	0.111031312
FRE5	
SHH4	1.748461233
YEA4	2.454175893
SEC65	-0.535331733
MSE1	0.695993813
ALG14	0.124328135
UTP5	-2.64385619
RPS13	-2
SRP54	0.214124805
PUS5	-0.029146346
SIT4	-0.286304185
VAB2	
ETT1	-1.286304185
MKS1	-0.029146346
AAD14	1.263034406
HXT9	
ZUO1	-0.888968688
STP4	0.739848103
GBP2	-1.217591435
MEC1	0.773996325
VPS35	-0.13606155
SRB4	-0.058893689
SMC5	0.432959407
RPT5	-0.089267338
HPT1	-2.556393349
RRG1	0.214124805
SEC10	0.275007047
SWA2	0.669026766
TMC1	0.59454855
APJ1	-0.104697379
PKR1	-1.058893689
URA4	-0.058893689
URA5	-1.321928095
RTR2	-0.043943348
BIO2	0.464668267
KNH1	2.201633861
TOD6	-1.785875195
FBP26	3.03562391
VPS71	1
PRO3	0.739848103
PHR1	
YEA6	0.839959587
RPN13	0.40053793
PML39	-0.104697379
ABF1	-0.810966176
RPA135	-2.64385619
THI12	1.117695043
RTC5	-1.943416472
NIS1	0.056583528
RAD27	-0.200912694
RIO1	-1.689659879
EPO1	
IMA1	0.298658316
OCA6	0.526068812
HSP26	1.799087306
DPB11	-0.415037499
SYP1	1.014355293
TPM1	-0.01449957
SSY5	1.516015147
ASP1	-2.058893689
YAT2	5.83541884
RPS31	-2.943416472
MIT1	-0.217591435
SNZ2	1.752748591
UPS2	
FDH1	
VHS3	-0.286304185
APN1	-0.340075442
SNO2	1.286881148
CAT2	
UGA1	3.165107985
FUM1	1.049630768
STO1	-0.473931188
RDH54	0.263034406
GWT1	0.263034406
PTC3	-0.089267338
RPS14A	-2.64385619
FAR1	0.895302621
SAM37	0.056583528
RRN11	-2.556393349
KEL3	-2.736965594
MRPL35	1.03562391
GCD11	-1.321928095
ATG17	1.23878686
DLT1	-0.234465254
PTH2	-0.454031631
ATS1	0.056583528
DOS2	0.263034406
MAL13	1.049630768
PEP7	-0.217591435
CHO1	0.992768431
GCN4	0.454175893
BUD3	
QDR1	0.933572638
ZDS2	0.111031312
DOA4	0.933572638
MAL11	-0.556393349
PFF1	-0.104697379
CIS3	0.35614381
LRG1	-0.029146346
SAS2	-0.64385619
CMR3	-0.043943348
NOP58	-3.64385619
DDI3	0.925999419
PRE6	0.757023247
DOM34	-0.888968688
CCR4	-0.029146346
SRS2	0.250961574
UTP4	-3.321928095
GAL83	-1.184424571
ALP1	0.40053793
BPH1	-0.120294234
NOB1	-1.395928676
RNA14	-0.377069649
PRR1	
QDR2	1.427606173
RLP7	-3.321928095
SPP382	-0.043943348
TOK1	1.250961574
SHP1	-0.074000581
DCC1	-0.304006187
SVP26	0.22650853
ARG7	2.521050737
LSB3	0.831877241
DGK1	0.871843649
RPP2A	-2
COS1	0.790772038
FUN26	0.555816155
MIG3	
BNI1	
SNT1	-0.689659879
HSP150	1.333423734
ATP23	0
POG1	0.056583528
DIP5	3.001802243
PET8	0.678071905
ECM16	-2.120294234
TUS1	-0.029146346
KHA1	0.50589093
ECM8	0.084064265
NFS1	1.232660757
SFK1	0.201633861
YCG1	-0.043943348
ZPR1	-3.321928095
SGT1	-0.184424571
RPL20B	-3.184424571
SBA1	0.432959407
SLM4	
SWM1	0.084064265
PMT2	-0.736965594
AAD4	
YSP2	-0.415037499
SMB1	-0.074000581
ELO2	-1.184424571
SEC2	-0.217591435
ASK1	0.201633861
ASE1	-0.304006187
RIM9	0.839959587
VPS38	0.925999419
SIM1	-0.268816758
DIM1	-2.736965594
PRP39	-0.577766999
POM152	-0.689659879
TDA5	0.298658316
RRP43	
GND1	0.310340121
DCR2	0.632268215
PRM6	
PSR1	0.042644337
SLI1	0.495695163
TIF6	
SPS4	0.042644337
HRB1	0.40053793
EXG2	0.739848103
LTE1	-0.76121314
BCK1	-0.234465254
LEU2	0.275007047
LPL1	1.250961574
RTA1	1.963474124
YRF1-6	
AEP1	0.565597176
VPH2	0.59454855
MRPL50	0.367371066
AYR1	1.432959407
ACM1	
MRP7	0.641546029
MAG2	-0.074000581
ECM33	0.333423734
SSP1	
THI13	
CEG1	0.545968369
TOF1	-0.59946207
DSS4	
RPG1	-1.888968688
PFS1	0.214124805
MAK16	-2.184424571
HXT15	1.695993813
DRE2	0
MRPL49	-0.168122759
SKP1	0.782408565
GOR1	3.203201156
DEF1	
RBK1	1.782408565
SNT2	-0.358453971
KAR5	0.286881148
STE11	0.948600847
AIM25	0.659924558
KGD1	0.731183242
PLC1	-0.321928095
GSF2	0.613531653
SOF1	-2.251538767
PHO87	0.847996907
SWH1	-0.152003093
NMD4	0.321928095
RSE1	
RPS0A	-3.058893689
SNF12	0.263034406
LST8	0.565597176
KOG1	-1.120294234
DIN7	-0.862496476
DRS2	-0.49410907
SOR2	-0.058893689
SIS2	-0.473931188
PHS1	0.847996907
PEX3	
OAR1	
SOV1	0.526068812
STH1	
KAR9	
SIS1	-0.434402824
CRN1	0.871843649
YEH1	0.042644337
RLF2	0.137503524
SFG1	-0.217591435
BUD5	0.799087306
SNP1	0.111031312
NTH2	0.150559677
UBX4	0.250961574
RRT14	-2.836501268
CLP1	0.411426246
BOR1	-0.13606155
PUF3	0.286881148
RSM27	0.275007047
COT1	0.454175893
RSM26	-0.200912694
MPP6	-1.689659879
AKR1	0.59454855
CCM1	
SAP185	-1.59946207
TMA19	-2.395928676
GPI1	-0.217591435
GRX8	0.250961574
SNO4	0.948600847
VPS25	-0.184424571
ASI3	-0.089267338
BIT2	0.028569152
MCM4	0.22650853
INH1	2.720278465
MATALPHA2	0.275007047
ARC15	1.077242999
IKI1	
SAW1	-0.454031631
RER2	-2.556393349
MPH2	1.3950628
TUM1	-0.200912694
ITC1	0.584962501
GPI16	0.59454855
CHS6	1.847996907
NUP120	
BBC1	0.739848103
AVO2	1.526068812
SEC12	-0.358453971
MET18	-0.395928676
EMC6	0.286881148
FAA1	1.560714954
LYS20	0.321928095
YRB2	
PEX10	0.847996907
FRT2	0.201633861
COS7	0.722466024
URC2	0.389566812
AIM29	-0.089267338
TAO3	
PCL10	0.584962501
MET2	-0.058893689
CCH1	
ERR3	0.50589093
URA8	1.565597176
IDP3	1.070389328
HEL2	-0.666576266
EFM2	-2.058893689
MYO4	-0.415037499
RSR1	-0.836501268
COQ1	
NAT4	
SOD1	1
RAD5	
TMA16	-1.736965594
BPT1	0.310340121
HSM3	1.042644337
PTH1	0.847996907
GPI18	0.584962501
RPL1B	-2.473931188
CAF120	0.389566812
TOA2	-0.200912694
CRM1	-0.785875195
BUD17	0.310340121
RPL41A	-1.029146346
CIA1	0.150559677
RPB9	-1.089267338
MPE1	
MRM2	0.389566812
SEE1	-3.473931188
RPS22B	-2.395928676
ERP5	1
RSC58	
NAT5	-0.59946207
SDC25	-0.836501268
UBX7	0.641546029
HSH49	0.263034406
FIS1	0.084064265
SPS2	
ECM4	2.972692654
SEC63	-0.666576266
SMF3	0.485426827
PRM1	0.790772038
CPR8	-0.689659879
PAU19	1.687060688
ADO1	-0.01449957
GTO1	0.895302621
TIF11	-1.251538767
RCR1	
PET130	0.389566812
MDM30	0.097610797
UBA4	0.757023247
VMA1	0.485426827
RNR3	0.250961574
MSW1	3.084064265
AFT1	-0.074000581
SPS1	
MSA2	0.659924558
MLH2	0.90303827
SEC27	0.263034406
DPS1	0.310340121
GEF1	0.773996325
PSY2	-0.074000581
ECM27	-0.089267338
CHK1	
TPS3	0
URB2	-0.689659879
UGA2	3.09592442
APS3	0.495695163
SSQ1	-0.058893689
OSW1	0.150559677
RIF1	
SPT2	0.014355293
DSF2	1.117695043
AGE1	-0.074000581
CYS4	-1.058893689
TRE2	0.150559677
KNS1	1.526068812
SPO19	
TRZ1	0.713695815
SPR1	0.895302621
ECM29	-0.029146346
APE4	
PPS1	-0.234465254
SPS19	0.378511623
RAD4	1.063502942
SEC6	
UTP22	-1.888968688
HSF1	0.189033824
FLR1	-0.76121314
GOS1	0.35614381
PTI1	-0.217591435
PAU23	1.480265122
FLC3	-0.321928095
RRN7	-1
ABM1	-0.621488377
RPL5	-2.556393349
PPH22	-0.217591435
POL32	-0.200912694
ULS1	-0.713118852
API2	-1.029146346
CPA2	4.583759754
CDC31	-0.200912694
BZZ1	0.176322773
GCG1	0.176322773
RPS24B	-2.836501268
PRP31	0.163498732
THI72	0.992768431
HHF1	-0.514573173
GUT1	-0.434402824
CHO2	-0.321928095
COX12	0.722466024
DMA1	-0.200912694
SAP30	-0.535331733
VPS1	0.443606651
RNR2	0.443606651
SPS18	0.201633861
COX11	-0.59946207
MPS2	-0.304006187
MTR3	-1.556393349
SPC1	0.475084883
TFB3	0.310340121
VPS55	1.298658316
RDS2	-0.454031631
HNT3	0.613531653
RBS1	-0.304006187
DBF2	1
TMA17	2.757023247
RPL8A	-2.556393349
RPT4	-0.286304185
RIC1	-0.49410907
CUE1	0.214124805
RPL7A	-2.736965594
DPB3	0.40053793
NSR1	-4.64385619
MFA1	
CHD1	-0.377069649
SSC1	0.163498732
SMF2	0.176322773
PEX27	-0.377069649
SUE1	0.887525271
RBA50	-1.029146346
ODC1	1.914564523
COX23	0.516015147
PAP1	-0.217591435
DRN1	-0.943416472
TOA1	-0.621488377
RRP42	-1.184424571
SBP1	0.411426246
RTT106	-0.836501268
HNM1	-0.029146346
MRPL28	-0.59946207
PAB1	-0.943416472
VPS53	-0.304006187
COX6	1.189033824
URN1	-0.120294234
HLR1	0.201633861
TOM71	0.084064265
OSH6	1.111031312
VAS1	-0.810966176
QCR7	1.13093087
VMR1	0.014355293
ORC6	-0.810966176
BEM1	0.839959587
RSN1	
TAH11	-0.395928676
ECM9	
ISU1	1.007195501
RRP46	-1.514573173
DBP3	-4.321928095
STP1	0.485426827
DNF1	0.150559677
ANB1	-1.184424571
SLK19	-0.473931188
CIC1	-3.64385619
TRM3	-1.689659879
AAH1	-4.058893689
RIO2	
LIP5	0.669026766
FIN1	-1.152003093
CUP1-1	-1.251538767
ATG20	1.304511042
FET5	0.163498732
DER1	
PPA2	-0.304006187
MUK1	1.411426246
DSN1	-0.01449957
SPP41	-0.104697379
BCK2	0.722466024
PRP24	
CNB1	0.941106311
BNA5	0.678071905
STS1	-0.184424571
MUP3	
GIP3	0.214124805
SET1	-0.577766999
MEP2	6.984133595
RMT2	-4.058893689
CCA1	-0.434402824
TPC1	-0.59946207
KXD1	0.298658316
MCM7	0.028569152
CYC1	0.831877241
MRPL13	0.5360529
PIN3	0.189033824
PKH2	0.485426827
DPH2	-1.785875195
UTR1	0.739848103
MCA1	0.189033824
NCA2	0.526068812
SPP1	0.333423734
IZH4	
SSB2	-2.836501268
ACP1	0.992768431
ASK10	
BFR1	0.097610797
CUP1-2	-1.120294234
IWR1	2.885574364
CBP2	-0.415037499
COS111	2.773996325
IMA4	1.799087306
ERG26	1.13093087
TMA23	-2.64385619
UBP16	0.22650853
SQT1	-1.434402824
ESP1	
OTU1	1.871843649
PKH3	
RPH1	-0.184424571
LDH1	1.189033824
TPO3	0.50589093
EST1	-0.64385619
GAT4	
UME1	-0.104697379
TPT1	-0.234465254
MEH1	0.855989697
SDS22	1.560714954
RSC30	-0.304006187
SEC53	-0.713118852
NVJ2	
NUP84	-0.184424571
EFM1	-1.64385619
VTH2	0.584962501
ERP6	0.669026766
MFA2	
RSC4	-0.358453971
TLG1	0.516015147
MST1	0.895302621
TEL2	
CPR2	0.604071324
EOS1	
VMA7	0.084064265
KTR3	-0.49410907
PAU1	
CDH1	0.495695163
YTA6	-1.321928095
FOX2	0.22650853
TDA6	
TOP3	1.097610797
GCY1	1.448900951
ITR2	-0.043943348
IRA1	-0.713118852
LHP1	-2.473931188
CYK3	0.464668267
NDJ1	0.070389328
RPS30A	-1.358453971
SLC1	-0.434402824
YCF1	
MED6	0.014355293
SWS2	0.056583528
FMP32	1.03562391
RPN14	0.333423734
BIL1	-0.395928676
GCR1	-0.689659879
COQ5	1.014355293
RPR2	0.59454855
CUR1	0.475084883
BMT2	-0.736965594
ASR1	
APS1	1.070389328
SDC1	
MIA40	0.963474124
PFY1	0.310340121
LSM7	-0.454031631
WSC3	0.042644337
FMP16	1.941106311
YKT6	0.50589093
PBP4	0.176322773
VPS61	-0.340075442
RGD2	0.799087306
FTH1	0.137503524
FEX1	
ALF1	0.201633861
COG7	0.86393845
GPI2	0.097610797
KRE6	1.056583528
EMP47	0.748461233
HSP33	2.475084883
DUR1,2	
FYV4	-0.358453971
MET28	3.672425342
PMS1	-0.074000581
RPS15	-2.395928676
LEO1	-0.251538767
BUL2	-0.01449957
PAA1	0.201633861
PEX1	-1
MCH1	1.82374936
MAK5	-1.836501268
PGA2	-0.340075442
RDS3	-0.358453971
GLC3	1.372952098
THI7	-0.184424571
SUP45	-1.434402824
SYT1	
DPH5	-1.089267338
ATP4	
RGP1	0.35614381
SAL1	0.22650853
NOP12	-3.058893689
MTL1	2.063502942
UBP2	0.454175893
PMC1	1.028569152
CTK3	0.263034406
IPT1	-1.089267338
PTK1	
PSA1	-0.058893689
YEL1	-0.286304185
END3	0.40053793
SWP82	0.367371066
THG1	-0.058893689
UBC8	2.397802962
FAR10	0.310340121
YAP5	0.739848103
SKT5	0.604071324
MAL12	
HPR1	-0.377069649
FMP33	7.095397023
LIP2	1.378511623
FLO11	0.443606651
CAT5	-0.089267338
BRP1	
INO4	
DAT1	-0.76121314
RUB1	0.454175893
JJJ2	-0.377069649
CHZ1	0.475084883
ERR1	-0.058893689
PMA1	0.137503524
RRB1	-3.473931188
VAC8	0
RPL21B	-3.058893689
TAF8	-0.168122759
NGL1	0.389566812
SNF11	-0.184424571
MBP1	0.111031312
YPT31	0.378511623
SLD7	0.176322773
MKT1	0
NTG2	1.627606838
IAH1	
ADH5	1.632268215
PAU21	1.500802053
IDP2	
LEU1	0.097610797
JLP2	-0.621488377
VAN1	-0.217591435
OAC1	0.344828497
SEC18	0.495695163
ZEO1	-0.13606155
TPS2	0.98550043
PAU12	0.163498732
SNN1	0.59454855
COS6	0.584962501
HAT1	0.310340121
KIP1	-0.64385619
MRPS9	0.056583528
TPK1	1.778208576
RPS25A	-1.689659879
FIR1	-0.043943348
CBF5	-3.64385619
EDC3	-0.473931188
CKA2	0.5360529
DGR2	
PEX15	1.207892852
SPT7	-0.089267338
SNF8	1.292781749
RGA1	0.070389328
PRX1	2.09085343
PPH3	-1.120294234
RFX1	-0.217591435
USO1	-0.058893689
ZRG8	0.584962501
NPP2	0.014355293
TCB2	-0.862496476
PAU3	
SRP21	-0.556393349
AIM32	
MDL2	0.731183242
ADE2	1.028569152
REC114	1.454175893
SEN1	
ATR1	3.572889668
RAD59	-0.029146346
HAL5	-0.358453971
RTC2	1.310340121
UBX5	2
ATG23	0.910732662
PSK2	0.137503524
UBC4	-0.514573173
RAD55	1.389566812
YRF1-3	
TOP2	-0.184424571
ADH7	-0.454031631
EMP24	0.137503524
GAL80	0.014355293
MSP1	1.443606651
ATP15	0.748461233
AFI1	-0.304006187
ERG29	0.298658316
NAB6	1.214124805
ATP20	0.871843649
ULA1	0.475084883
YSW1	0.176322773
PBI1	
GPI8	-0.168122759
GID8	1.40053793
GTT3	-1
RPL3	-2.058893689
AGC1	0.150559677
LSP1	1.15704371
SEF1	-0.089267338
SED1	2.797012978
TFS1	3.72900887
MATALPHA1	-1.689659879
YNG1	-0.120294234
QCR8	0.432959407
RDS1	0.879705766
LDS2	2.435628594
MCM6	
ERV1	0.516015147
SUR7	-0.104697379
IMD3	-0.943416472
NGL3	2.220329955
SHU2	0.782408565
TEC1	-0.358453971
ARA1	1.176322773
IRC3	
EDC2	1.570462931
CNA1	-0.736965594
EAF5	-0.13606155
SSH4	
UBP13	-0.415037499
RQC1	-1.59946207
ARB1	-1.943416472
MMS21	
KCC4	0.555816155
ERG20	0.82374936
AAD3	0.163498732
RRT8	1.189033824
MOT3	-0.415037499
ASG1	-0.64385619
SAM4	-0.621488377
GAT2	1.807354922
MIS1	-3.184424571
AEP3	-0.286304185
TAF2	-0.200912694
SET2	0.028569152
ERG9	1.13093087
AGP1	4.290571851
SNC1	0.757023247
TVP18	-0.043943348
CYB2	0.918386234
FKH1	-1.286304185
PSO2	-0.043943348
CYT1	1.280956314
EAF3	0.22650853
GNT1	-0.120294234
RRN3	-1.785875195
ARO8	1.09085343
CTF8	0.056583528
GIP4	0.659924558
PET100	-0.49410907
ERG24	0.35614381
FBA1	-0.434402824
MRPL9	0.163498732
KEX1	0.070389328
SAM3	-0.268816758
ERG27	0.887525271
AAC3	
NCR1	
PRS4	-2
CSM2	-0.666576266
SWR1	-0.535331733
PHM8	2.788685711
MSA1	-0.321928095
GSH2	0.333423734
YPK1	1.250961574
IST2	-0.666576266
TFC8	0.028569152
SPO1	0.250961574
PRP45	0.23878686
KRE29	0.495695163
ALG8	-0.304006187
TOS2	0.575312331
NTH1	2.22650853
ABF2	0.23878686
FDH2	-0.029146346
SPC2	-0.074000581
TSR2	-1.64385619
CIN4	-0.689659879
YME1	0.389566812
PMT3	
AST1	-0.810966176
PER1	0.150559677
LNP1	0.731183242
IRC21	0.422233001
ARC18	1.350497247
IMD4	-4.058893689
RPL16A	-3.473931188
BLI1	0.970853654
MSN5	0.23878686
HCH1	-0.49410907
ECM30	0.344828497
CCL1	0
LDB19	0.176322773
APC9	0.963474124
PGM1	0.137503524
ALG12	0.526068812
EGD2	-1.321928095
HVG1	1.981852653
VAM10	0.124328135
FUS1	0.111031312
PMU1	0.250961574
SSK2	0.333423734
RIM11	0.757023247
RFC5	-0.862496476
CHL1	
RRT12	-0.168122759
FLO1	-0.943416472
CCC2	0.847996907
POP5	
MSN4	2.13422094
POP3	-0.836501268
DIF1	-0.120294234
YRB1	0.201633861
PET54	-0.286304185
PRO2	0.286881148
CDC45	-0.836501268
POX1	
POL30	-1.058893689
TAE2	-0.251538767
HEF3	-0.251538767
FUN19	-0.64385619
WSC2	-0.074000581
RNQ1	0.070389328
HSV2	0.757023247
ROM2	-0.01449957
MYO3	0.070389328
CHC1	-0.713118852
FLX1	-0.104697379
CMP2	1.655351829
ATH1	0.687060688
IMG1	0.50589093
MDM31	1.244887059
BIK1	
MTD1	0.367371066
VHS2	
MRPS28	0.584962501
RCR2	1.570462931
VPS5	-0.089267338
FRT1	0.378511623
PPG1	0.485426827
PBI2	1.891419187
RPF2	-4.058893689
MRPL10	0.659924558
ELO3	-1.395928676
RCO1	0.124328135
SML1	-0.074000581
SPA2	0.367371066
CAR2	1.627606838
LCL2	0.201633861
BUD23	-2.395928676
MAM33	0.555816155
NVJ1	0.739848103
GLO2	1.13093087
FUN12	-1
PDS5	
VID22	-0.01449957
NTE1	-0.454031631
FEX2	-0.621488377
HUL5	
MNR2	0.748461233
HIF1	-0.120294234
RAD57	-0.377069649
AZR1	
SEN2	-1.120294234
SPT16	1.13093087
YMR1	1.292781749
ABZ1	0.070389328
UFD2	
PUB1	
RBG1	-2.736965594
FCF1	-1.058893689
YET1	2.13093087
GPI10	1.10433666
MAF1	0.516015147
HHT1	-0.058893689
OM45	1.918386234
MRPL4	-0.01449957
YOP1	0.807354922
PCI8	1.722466024
UTP9	-2.64385619
DON1	
IPP1	0.333423734
VPS20	0.298658316
NUP133	-0.785875195
TMA108	0.014355293
AFB1	0.584962501
POM33	1.077242999
AMA1	
APL4	-0.200912694
SIP2	1.286881148
MDN1	-0.089267338
SOL1	0.042644337
CSM4	0.056583528
DAD2	-0.058893689
MRF1	1.575312331
ARE1	-0.043943348
SOK1	-0.286304185
ARC35	1.049630768
GCD1	-1.689659879
YIG1	
SAF1	1.014355293
MYO2	-0.415037499
RPL35A	-2.395928676
RIX1	-2.473931188
CTF18	
TPM2	0.722466024
RPN8	0.321928095
CUS2	-0.621488377
SSA2	-1.120294234
SNC2	0.422233001
MIG2	-0.074000581
NNF1	
AIM18	0.137503524
RTS3	3.873813198
HBS1	0.713695815
ROG1	0.650764559
HOP1	
STP3	0.344828497
MRPS12	0.40053793
RSM7	0.495695163
DUG2	-0.577766999
AFT2	-0.49410907
REX3	0.485426827
ARF1	0.014355293
SPO22	-1.120294234
BSC2	0.189033824
CDC19	0.163498732
APA2	
PSY3	
REV7	-0.234465254
SEC21	-0.184424571
YNK1	0.722466024
TRP1	0.584962501
DIE2	
MAD2	0.042644337
PMP3	-0.058893689
AIM46	1.084064265
CYC3	0.111031312
MRPL20	-0.454031631
BET4	0.748461233
SEC14	-0.234465254
RSM19	0.695993813
GPN2	-0.64385619
PAU17	0.831877241
PDR10	-0.76121314
NUS1	0.111031312
SER33	0.042644337
FBP1	0.773996325
GRX7	0.622930351
TIF4631	-2.184424571
TIP20	-0.268816758
TRX1	-0.029146346
CAF40	-0.415037499
NUP100	-0.666576266
SCD5	0.773996325
MTH1	-0.120294234
MRPL27	0.847996907
TPK2	1.13093087
RRT6	
SMI1	-0.713118852
CAB1	0.739848103
MSH1	-0.666576266
CDC5	-0.535331733
HSP104	0.739848103
SSH1	-0.473931188
AHP1	0.59454855
SNF3	0.286881148
RPN2	0.475084883
MPC1	-0.415037499
KRE28	1.207892852
MNN2	-0.556393349
SEC61	0.042644337
GTR2	0.310340121
PRP16	0.604071324
PDC1	-0.074000581
PCL1	0.545968369
GAL3	
DBP6	-1.64385619
HRR25	-0.104697379
OMA1	0.028569152
RPL9A	-2.736965594
RRN9	-0.13606155
ZRG17	0.40053793
LSM12	0.22650853
DSE3	-0.089267338
ISA1	0.475084883
MER1	-0.152003093
SEC31	-0.184424571
HSP31	2.114367025
STU2	-0.120294234
ISY1	0.464668267
HCA4	-3.836501268
TDA4	-0.089267338
MIX17	-0.184424571
TVP38	0.669026766
ADK2	1.220329955
URA10	2.889473543
SEC28	0.782408565
MKK2	-0.358453971
CIA2	1
RBL2	0.344828497
TPO1	-0.104697379
PGC1	-0.089267338
RNH202	-0.217591435
KAP104	-0.689659879
FIT1	0.604071324
ARN1	-0.268816758
MRPS35	-0.736965594
VPS64	0.176322773
ARO2	-0.043943348
OSM1	0.871843649
KAR2	-0.836501268
STE24	0.189033824
ASF2	0.545968369
